,question_len,total_question_len
action_executability_5_true_false_answer_question_2,11634.0,
action_executability_5_free_answer_question_3,21853.0,
action_executability_5_free_answer_question_4,339833.0,
action_executability_5_free_answer_question_5,11587.0,
action_executability_10_true_false_answer_question_1,13571.0,
action_executability_10_true_false_answer_question_2,14377.0,
action_executability_10_free_answer_question_3,24485.0,
action_executability_10_free_answer_question_4,342823.0,
action_executability_10_free_answer_question_5,14213.0,
action_executability_15_true_false_answer_question_1,16366.0,
action_executability_15_true_false_answer_question_2,17218.0,
action_executability_15_free_answer_question_3,27290.0,
action_executability_15_free_answer_question_4,345606.0,
action_executability_15_free_answer_question_5,16998.0,
action_executability_19_true_false_answer_question_1,18566.0,
action_executability_19_true_false_answer_question_2,19454.0,
action_executability_19_free_answer_question_3,29337.0,
action_executability_19_free_answer_question_4,348007.0,
action_executability_19_free_answer_question_5,19488.0,
effects_1_true_false_answer_question_1,9490.0,
effects_1_true_false_answer_question_2,9533.0,
effects_1_free_answer_question_3,13840.0,
effects_1_free_answer_question_4,34500.0,
effects_5_true_false_answer_question_1,11791.0,
effects_5_true_false_answer_question_2,11830.0,
effects_5_free_answer_question_3,16141.0,
effects_5_free_answer_question_4,36799.0,
effects_10_true_false_answer_question_1,14588.0,
effects_10_true_false_answer_question_2,14628.0,
effects_10_free_answer_question_3,18928.0,
effects_10_free_answer_question_4,39602.0,
effects_15_true_false_answer_question_1,17361.0,
effects_15_true_false_answer_question_2,17405.0,
effects_15_free_answer_question_3,21703.0,
effects_15_free_answer_question_4,42383.0,
effects_19_true_false_answer_question_1,19629.0,
effects_19_true_false_answer_question_2,19668.0,
effects_19_free_answer_question_3,23973.0,
effects_19_free_answer_question_4,44643.0,
numerical_reasoning_1_true_false_answer_question_1,8794.0,
numerical_reasoning_1_true_false_answer_question_4,8906.0,
numerical_reasoning_1_true_false_answer_question_5,8934.0,
numerical_reasoning_1_true_false_answer_question_6,9164.0,
numerical_reasoning_1_free_answer_question_7,9121.0,
numerical_reasoning_1_free_answer_question_8,9341.0,
numerical_reasoning_1_free_answer_question_9,9573.0,
numerical_reasoning_1_free_answer_question_10,9370.0,
numerical_reasoning_1_free_answer_question_11,9402.0,
numerical_reasoning_1_free_answer_question_13,10070.0,
numerical_reasoning_5_true_false_answer_question_1,11091.0,
numerical_reasoning_5_true_false_answer_question_4,11201.0,
numerical_reasoning_5_true_false_answer_question_5,11236.0,
numerical_reasoning_5_true_false_answer_question_6,11464.0,
numerical_reasoning_5_free_answer_question_7,11421.0,
numerical_reasoning_5_free_answer_question_8,11641.0,
numerical_reasoning_5_free_answer_question_9,11873.0,
numerical_reasoning_5_free_answer_question_10,11670.0,
numerical_reasoning_5_free_answer_question_11,11702.0,
numerical_reasoning_5_free_answer_question_13,12338.0,
numerical_reasoning_10_true_false_answer_question_1,13903.0,
numerical_reasoning_10_true_false_answer_question_4,14015.0,
numerical_reasoning_10_true_false_answer_question_5,14048.0,
numerical_reasoning_10_true_false_answer_question_6,14282.0,
numerical_reasoning_10_free_answer_question_7,14232.0,
numerical_reasoning_10_free_answer_question_8,14452.0,
numerical_reasoning_10_free_answer_question_9,14684.0,
numerical_reasoning_10_free_answer_question_10,14482.0,
numerical_reasoning_10_free_answer_question_11,14513.0,
numerical_reasoning_10_free_answer_question_13,15152.0,
numerical_reasoning_15_true_false_answer_question_1,16697.0,
numerical_reasoning_15_true_false_answer_question_4,16809.0,
numerical_reasoning_15_true_false_answer_question_5,16842.0,
numerical_reasoning_15_true_false_answer_question_6,17077.0,
numerical_reasoning_15_free_answer_question_7,17026.0,
numerical_reasoning_15_free_answer_question_8,17246.0,
numerical_reasoning_15_free_answer_question_9,17478.0,
numerical_reasoning_15_free_answer_question_10,17275.0,
numerical_reasoning_15_free_answer_question_11,17307.0,
numerical_reasoning_15_free_answer_question_13,17925.0,
numerical_reasoning_19_true_false_answer_question_1,18922.0,
numerical_reasoning_19_true_false_answer_question_4,19030.0,
numerical_reasoning_19_true_false_answer_question_5,19063.0,
numerical_reasoning_19_true_false_answer_question_6,19302.0,
numerical_reasoning_19_free_answer_question_7,19250.0,
numerical_reasoning_19_free_answer_question_8,19470.0,
numerical_reasoning_19_free_answer_question_9,19702.0,
numerical_reasoning_19_free_answer_question_10,19499.0,
numerical_reasoning_19_free_answer_question_11,19531.0,
numerical_reasoning_19_free_answer_question_13,20224.0,
hallucination_1_true_false_answer_question_1,9181.0,
hallucination_1_true_false_answer_question_2,9395.0,
hallucination_1_true_false_answer_question_3,9471.0,
hallucination_1_true_false_answer_question_4,9941.0,
hallucination_1_true_false_answer_question_5,9978.0,
hallucination_1_free_answer_question_6,10006.0,
hallucination_1_free_answer_question_7,12549.0,
hallucination_1_free_answer_question_8,27928.0,
hallucination_5_true_false_answer_question_1,11484.0,
hallucination_5_true_false_answer_question_2,11714.0,
hallucination_5_true_false_answer_question_3,11771.0,
hallucination_5_true_false_answer_question_4,12253.0,
hallucination_5_true_false_answer_question_5,12273.0,
hallucination_5_free_answer_question_6,12362.0,
hallucination_5_free_answer_question_7,14692.0,
hallucination_5_free_answer_question_8,26126.0,
hallucination_10_true_false_answer_question_1,14292.0,
hallucination_10_true_false_answer_question_2,14521.0,
hallucination_10_true_false_answer_question_3,14553.0,
hallucination_10_true_false_answer_question_4,15059.0,
hallucination_10_true_false_answer_question_5,15091.0,
hallucination_10_free_answer_question_6,15070.0,
hallucination_10_free_answer_question_7,17786.0,
hallucination_10_free_answer_question_8,31248.0,
hallucination_15_true_false_answer_question_1,17086.0,
hallucination_15_true_false_answer_question_2,17310.0,
hallucination_15_true_false_answer_question_3,17373.0,
hallucination_15_true_false_answer_question_4,17856.0,
hallucination_15_true_false_answer_question_5,17892.0,
hallucination_15_free_answer_question_6,17897.0,
hallucination_15_free_answer_question_7,20658.0,
hallucination_15_free_answer_question_8,34098.0,
hallucination_19_true_false_answer_question_1,19306.0,
hallucination_19_true_false_answer_question_2,19538.0,
hallucination_19_true_false_answer_question_3,19611.0,
hallucination_19_true_false_answer_question_4,20079.0,
hallucination_19_true_false_answer_question_5,20127.0,
hallucination_19_free_answer_question_6,20058.0,
hallucination_19_free_answer_question_7,22994.0,
hallucination_19_free_answer_question_8,32884.0,
total,,5213901.0
