,question_len,total_question_len
effects_1_true_false_answer_question_1,13133.0,
effects_1_true_false_answer_question_2,13542.0,
effects_1_free_answer_question_3,20072.0,
effects_1_free_answer_question_4,59707.0,
effects_5_true_false_answer_question_1,15268.0,
effects_5_true_false_answer_question_2,15316.0,
effects_5_free_answer_question_3,22038.0,
effects_5_free_answer_question_4,61655.0,
effects_10_true_false_answer_question_1,17639.0,
effects_10_true_false_answer_question_2,17806.0,
effects_10_free_answer_question_3,24350.0,
effects_10_free_answer_question_4,64269.0,
effects_15_true_false_answer_question_1,20229.0,
effects_15_true_false_answer_question_2,20216.0,
effects_15_free_answer_question_3,26944.0,
effects_15_free_answer_question_4,66769.0,
effects_19_true_false_answer_question_1,22325.0,
effects_19_true_false_answer_question_2,22182.0,
effects_19_free_answer_question_3,29178.0,
effects_19_free_answer_question_4,68505.0,
numerical_reasoning_1_true_false_answer_question_1,12445.0,
numerical_reasoning_1_true_false_answer_question_4,12554.0,
numerical_reasoning_1_true_false_answer_question_5,12595.0,
numerical_reasoning_1_true_false_answer_question_6,12814.0,
numerical_reasoning_1_free_answer_question_7,12771.0,
numerical_reasoning_1_free_answer_question_8,12991.0,
numerical_reasoning_1_free_answer_question_9,13230.0,
numerical_reasoning_1_free_answer_question_10,13021.0,
numerical_reasoning_1_free_answer_question_11,13059.0,
numerical_reasoning_1_free_answer_question_13,13728.0,
numerical_reasoning_5_true_false_answer_question_1,14380.0,
numerical_reasoning_5_true_false_answer_question_4,14493.0,
numerical_reasoning_5_true_false_answer_question_5,14529.0,
numerical_reasoning_5_true_false_answer_question_6,14751.0,
numerical_reasoning_5_free_answer_question_7,14708.0,
numerical_reasoning_5_free_answer_question_8,14928.0,
numerical_reasoning_5_free_answer_question_9,15167.0,
numerical_reasoning_5_free_answer_question_10,14958.0,
numerical_reasoning_5_free_answer_question_11,14996.0,
numerical_reasoning_5_free_answer_question_13,15637.0,
numerical_reasoning_10_true_false_answer_question_1,16830.0,
numerical_reasoning_10_true_false_answer_question_4,16940.0,
numerical_reasoning_10_true_false_answer_question_5,16977.0,
numerical_reasoning_10_true_false_answer_question_6,17206.0,
numerical_reasoning_10_free_answer_question_7,17157.0,
numerical_reasoning_10_free_answer_question_8,17377.0,
numerical_reasoning_10_free_answer_question_9,17616.0,
numerical_reasoning_10_free_answer_question_10,17407.0,
numerical_reasoning_10_free_answer_question_11,17445.0,
numerical_reasoning_10_free_answer_question_13,18037.0,
numerical_reasoning_15_true_false_answer_question_1,19351.0,
numerical_reasoning_15_true_false_answer_question_4,19461.0,
numerical_reasoning_15_true_false_answer_question_5,19500.0,
numerical_reasoning_15_true_false_answer_question_6,19729.0,
numerical_reasoning_15_free_answer_question_7,19678.0,
numerical_reasoning_15_free_answer_question_8,19898.0,
numerical_reasoning_15_free_answer_question_9,20137.0,
numerical_reasoning_15_free_answer_question_10,19928.0,
numerical_reasoning_15_free_answer_question_11,19966.0,
numerical_reasoning_15_free_answer_question_13,20557.0,
numerical_reasoning_19_true_false_answer_question_1,21339.0,
numerical_reasoning_19_true_false_answer_question_4,21448.0,
numerical_reasoning_19_true_false_answer_question_5,21489.0,
numerical_reasoning_19_true_false_answer_question_6,21717.0,
numerical_reasoning_19_free_answer_question_7,21665.0,
numerical_reasoning_19_free_answer_question_8,21885.0,
numerical_reasoning_19_free_answer_question_9,22124.0,
numerical_reasoning_19_free_answer_question_10,21915.0,
numerical_reasoning_19_free_answer_question_11,21953.0,
numerical_reasoning_19_free_answer_question_13,22578.0,
hallucination_1_true_false_answer_question_1,12877.0,
hallucination_1_true_false_answer_question_2,12978.0,
hallucination_1_true_false_answer_question_3,13036.0,
hallucination_1_true_false_answer_question_4,13529.0,
hallucination_1_true_false_answer_question_5,13576.0,
hallucination_1_free_answer_question_6,14199.0,
hallucination_1_free_answer_question_7,18395.0,
hallucination_1_free_answer_question_8,45786.0,
hallucination_5_true_false_answer_question_1,14805.0,
hallucination_5_true_false_answer_question_2,14933.0,
hallucination_5_true_false_answer_question_3,15001.0,
hallucination_5_true_false_answer_question_4,15489.0,
hallucination_5_true_false_answer_question_5,15512.0,
hallucination_5_free_answer_question_6,16318.0,
hallucination_5_free_answer_question_7,19914.0,
hallucination_5_free_answer_question_8,43221.0,
hallucination_10_true_false_answer_question_1,17265.0,
hallucination_10_true_false_answer_question_2,17347.0,
hallucination_10_true_false_answer_question_3,17426.0,
hallucination_10_true_false_answer_question_4,17914.0,
hallucination_10_true_false_answer_question_5,17959.0,
hallucination_10_free_answer_question_6,18654.0,
hallucination_10_free_answer_question_7,21392.0,
hallucination_10_free_answer_question_8,50903.0,
hallucination_15_true_false_answer_question_1,19788.0,
hallucination_15_true_false_answer_question_2,19854.0,
hallucination_15_true_false_answer_question_3,19977.0,
hallucination_15_true_false_answer_question_4,20409.0,
hallucination_15_true_false_answer_question_5,20472.0,
hallucination_15_free_answer_question_6,21333.0,
hallucination_15_free_answer_question_7,24797.0,
hallucination_15_free_answer_question_8,44775.0,
hallucination_19_true_false_answer_question_1,21775.0,
hallucination_19_true_false_answer_question_2,21870.0,
hallucination_19_true_false_answer_question_3,21930.0,
hallucination_19_true_false_answer_question_4,22430.0,
hallucination_19_true_false_answer_question_5,22479.0,
hallucination_19_free_answer_question_6,23399.0,
hallucination_19_free_answer_question_7,27104.0,
hallucination_19_free_answer_question_8,48577.0,
total,,14131874.0
