,question_len,total_question_len
numerical_reasoning_15_true_false_answer_question_4,10520.0,
numerical_reasoning_15_true_false_answer_question_5,10561.0,
numerical_reasoning_15_true_false_answer_question_6,10799.0,
numerical_reasoning_15_free_answer_question_7,10739.0,
numerical_reasoning_15_free_answer_question_8,10968.0,
numerical_reasoning_15_free_answer_question_9,11198.0,
numerical_reasoning_15_free_answer_question_10,10989.0,
numerical_reasoning_15_free_answer_question_11,11025.0,
numerical_reasoning_15_free_answer_question_13,11691.0,
numerical_reasoning_19_true_false_answer_question_1,11362.0,
numerical_reasoning_19_true_false_answer_question_4,11473.0,
numerical_reasoning_19_true_false_answer_question_5,11510.0,
numerical_reasoning_19_true_false_answer_question_6,11751.0,
numerical_reasoning_19_free_answer_question_7,11690.0,
numerical_reasoning_19_free_answer_question_8,11915.0,
numerical_reasoning_19_free_answer_question_9,12149.0,
numerical_reasoning_19_free_answer_question_10,11940.0,
numerical_reasoning_19_free_answer_question_11,11976.0,
numerical_reasoning_19_free_answer_question_13,12605.0,
hallucination_1_true_false_answer_question_1,6973.0,
hallucination_1_true_false_answer_question_2,7123.0,
hallucination_1_true_false_answer_question_3,7185.0,
hallucination_1_true_false_answer_question_4,7435.0,
hallucination_1_true_false_answer_question_5,7461.0,
hallucination_1_free_answer_question_6,7418.0,
hallucination_1_free_answer_question_7,9260.0,
hallucination_1_free_answer_question_8,19549.0,
hallucination_5_true_false_answer_question_1,8081.0,
hallucination_5_true_false_answer_question_2,8228.0,
hallucination_5_true_false_answer_question_3,8304.0,
hallucination_5_true_false_answer_question_4,8546.0,
hallucination_5_true_false_answer_question_5,8605.0,
hallucination_5_free_answer_question_6,8573.0,
hallucination_5_free_answer_question_7,10640.0,
hallucination_5_free_answer_question_8,20650.0,
hallucination_10_true_false_answer_question_1,9428.0,
hallucination_10_true_false_answer_question_2,9555.0,
hallucination_10_true_false_answer_question_3,9644.0,
hallucination_10_true_false_answer_question_4,9923.0,
hallucination_10_true_false_answer_question_5,9937.0,
hallucination_10_free_answer_question_6,9878.0,
hallucination_10_free_answer_question_7,11964.0,
hallucination_10_free_answer_question_8,19307.0,
hallucination_15_true_false_answer_question_1,10803.0,
hallucination_15_true_false_answer_question_2,10956.0,
hallucination_15_true_false_answer_question_3,11015.0,
hallucination_15_true_false_answer_question_4,11232.0,
hallucination_15_true_false_answer_question_5,11300.0,
hallucination_15_free_answer_question_6,11318.0,
hallucination_15_free_answer_question_7,13546.0,
hallucination_15_free_answer_question_8,20561.0,
hallucination_19_true_false_answer_question_1,11752.0,
hallucination_19_true_false_answer_question_2,11905.0,
hallucination_19_true_false_answer_question_3,11972.0,
hallucination_19_true_false_answer_question_4,12227.0,
hallucination_19_true_false_answer_question_5,12260.0,
hallucination_19_free_answer_question_6,12263.0,
hallucination_19_free_answer_question_7,13909.0,
hallucination_19_free_answer_question_8,27038.0,
total,,2560299.0
