,question_len,total_question_len
state_tracking_10_free_answer_question_3,35508.0,
state_tracking_10_free_answer_question_4,67625.0,
state_tracking_15_true_false_answer_question_1,39178.0,
state_tracking_15_true_false_answer_question_2,75755.0,
state_tracking_15_free_answer_question_3,38208.0,
state_tracking_15_free_answer_question_4,70325.0,
state_tracking_19_true_false_answer_question_1,41226.0,
state_tracking_19_true_false_answer_question_2,78176.0,
state_tracking_19_free_answer_question_3,40368.0,
state_tracking_19_free_answer_question_4,72485.0,
action_executability_1_true_false_answer_question_1,17295.0,
action_executability_1_true_false_answer_question_2,18117.0,
action_executability_1_free_answer_question_3,19033.0,
action_executability_1_free_answer_question_4,296289.0,
action_executability_1_free_answer_question_5,18012.0,
action_executability_5_true_false_answer_question_1,19488.0,
action_executability_5_true_false_answer_question_2,20304.0,
action_executability_5_free_answer_question_3,21223.0,
action_executability_5_free_answer_question_4,298479.0,
action_executability_5_free_answer_question_5,20202.0,
action_executability_10_true_false_answer_question_1,22185.0,
action_executability_10_true_false_answer_question_2,23018.0,
action_executability_10_free_answer_question_3,23977.0,
action_executability_10_free_answer_question_4,301125.0,
action_executability_10_free_answer_question_5,22950.0,
action_executability_15_true_false_answer_question_1,24887.0,
action_executability_15_true_false_answer_question_2,25718.0,
action_executability_15_free_answer_question_3,26623.0,
action_executability_15_free_answer_question_4,303879.0,
action_executability_15_free_answer_question_5,25698.0,
action_executability_19_true_false_answer_question_1,27047.0,
action_executability_19_true_false_answer_question_2,27883.0,
action_executability_19_free_answer_question_3,28675.0,
action_executability_19_free_answer_question_4,306147.0,
action_executability_19_free_answer_question_5,27714.0,
effects_1_true_false_answer_question_1,18607.0,
effects_1_true_false_answer_question_2,18744.0,
effects_1_free_answer_question_3,31348.0,
effects_1_free_answer_question_4,63465.0,
effects_5_true_false_answer_question_1,20806.0,
effects_5_true_false_answer_question_2,20959.0,
effects_5_free_answer_question_3,33538.0,
effects_5_free_answer_question_4,65655.0,
effects_10_true_false_answer_question_1,23535.0,
effects_10_true_false_answer_question_2,23578.0,
effects_10_free_answer_question_3,36238.0,
effects_10_free_answer_question_4,68355.0,
effects_15_true_false_answer_question_1,26243.0,
effects_15_true_false_answer_question_2,26298.0,
effects_15_free_answer_question_3,38938.0,
effects_15_free_answer_question_4,71055.0,
effects_19_true_false_answer_question_1,28447.0,
effects_19_true_false_answer_question_2,28466.0,
effects_19_free_answer_question_3,41098.0,
effects_19_free_answer_question_4,73215.0,
numerical_reasoning_1_true_false_answer_question_1,17647.0,
numerical_reasoning_1_true_false_answer_question_4,17743.0,
numerical_reasoning_1_true_false_answer_question_5,17783.0,
numerical_reasoning_1_true_false_answer_question_6,18015.0,
numerical_reasoning_1_free_answer_question_7,17972.0,
numerical_reasoning_1_free_answer_question_8,18192.0,
numerical_reasoning_1_free_answer_question_9,18431.0,
numerical_reasoning_1_free_answer_question_10,18213.0,
numerical_reasoning_1_free_answer_question_11,18251.0,
numerical_reasoning_1_free_answer_question_13,18873.0,
numerical_reasoning_5_true_false_answer_question_1,19835.0,
numerical_reasoning_5_true_false_answer_question_4,19936.0,
numerical_reasoning_5_true_false_answer_question_5,19973.0,
numerical_reasoning_5_true_false_answer_question_6,20201.0,
numerical_reasoning_5_free_answer_question_7,20162.0,
numerical_reasoning_5_free_answer_question_8,20382.0,
numerical_reasoning_5_free_answer_question_9,20621.0,
numerical_reasoning_5_free_answer_question_10,20403.0,
numerical_reasoning_5_free_answer_question_11,20441.0,
numerical_reasoning_5_free_answer_question_13,21063.0,
numerical_reasoning_10_true_false_answer_question_1,22534.0,
numerical_reasoning_10_true_false_answer_question_4,22633.0,
numerical_reasoning_10_true_false_answer_question_5,22675.0,
numerical_reasoning_10_true_false_answer_question_6,22912.0,
numerical_reasoning_10_free_answer_question_7,22862.0,
numerical_reasoning_10_free_answer_question_8,23082.0,
numerical_reasoning_10_free_answer_question_9,23321.0,
numerical_reasoning_10_free_answer_question_10,23103.0,
numerical_reasoning_10_free_answer_question_11,23141.0,
numerical_reasoning_10_free_answer_question_13,23763.0,
numerical_reasoning_15_true_false_answer_question_1,25236.0,
numerical_reasoning_15_true_false_answer_question_4,25336.0,
numerical_reasoning_15_true_false_answer_question_5,25376.0,
numerical_reasoning_15_true_false_answer_question_6,25615.0,
numerical_reasoning_15_free_answer_question_7,25562.0,
numerical_reasoning_15_free_answer_question_8,25782.0,
numerical_reasoning_15_free_answer_question_9,26021.0,
numerical_reasoning_15_free_answer_question_10,25803.0,
numerical_reasoning_15_free_answer_question_11,25841.0,
numerical_reasoning_15_free_answer_question_13,26467.0,
numerical_reasoning_19_true_false_answer_question_1,27395.0,
numerical_reasoning_19_true_false_answer_question_4,27492.0,
numerical_reasoning_19_true_false_answer_question_5,27533.0,
numerical_reasoning_19_true_false_answer_question_6,27773.0,
numerical_reasoning_19_free_answer_question_7,27722.0,
numerical_reasoning_19_free_answer_question_8,27942.0,
numerical_reasoning_19_free_answer_question_9,28181.0,
numerical_reasoning_19_free_answer_question_10,27963.0,
numerical_reasoning_19_free_answer_question_11,28001.0,
numerical_reasoning_19_free_answer_question_13,28629.0,
hallucination_1_true_false_answer_question_1,18046.0,
hallucination_1_true_false_answer_question_2,18353.0,
hallucination_1_true_false_answer_question_3,18379.0,
hallucination_1_true_false_answer_question_4,18837.0,
hallucination_1_true_false_answer_question_5,18883.0,
hallucination_1_free_answer_question_6,18756.0,
hallucination_1_free_answer_question_7,24929.0,
hallucination_1_free_answer_question_8,44866.0,
hallucination_5_true_false_answer_question_1,20232.0,
hallucination_5_true_false_answer_question_2,20578.0,
hallucination_5_true_false_answer_question_3,20539.0,
hallucination_5_true_false_answer_question_4,20988.0,
hallucination_5_true_false_answer_question_5,21034.0,
hallucination_5_free_answer_question_6,21023.0,
hallucination_5_free_answer_question_7,28092.0,
hallucination_5_free_answer_question_8,43538.0,
hallucination_10_true_false_answer_question_1,22932.0,
hallucination_10_true_false_answer_question_2,23260.0,
hallucination_10_true_false_answer_question_3,23293.0,
hallucination_10_true_false_answer_question_4,23675.0,
hallucination_10_true_false_answer_question_5,23708.0,
hallucination_10_free_answer_question_6,23850.0,
hallucination_10_free_answer_question_7,31129.0,
hallucination_10_free_answer_question_8,42974.0,
hallucination_15_true_false_answer_question_1,25636.0,
hallucination_15_true_false_answer_question_2,25995.0,
hallucination_15_true_false_answer_question_3,25953.0,
hallucination_15_true_false_answer_question_4,26440.0,
hallucination_15_true_false_answer_question_5,26447.0,
hallucination_15_free_answer_question_6,26520.0,
hallucination_15_free_answer_question_7,33538.0,
hallucination_15_free_answer_question_8,55086.0,
hallucination_19_true_false_answer_question_1,27795.0,
hallucination_19_true_false_answer_question_2,28139.0,
hallucination_19_true_false_answer_question_3,28108.0,
hallucination_19_true_false_answer_question_4,28561.0,
hallucination_19_true_false_answer_question_5,28633.0,
hallucination_19_free_answer_question_6,28522.0,
hallucination_19_free_answer_question_7,35358.0,
hallucination_19_free_answer_question_8,58835.0,
total,,7321573.0
