,question_len,answer_len
state_tracking_10_true_false_answer_question_2,4876,5
state_tracking_10_free_answer_question_3,2486,438
state_tracking_10_free_answer_question_4,2509,2384
state_tracking_15_true_false_answer_question_1,3212,5
state_tracking_15_true_false_answer_question_2,5156,5
state_tracking_15_free_answer_question_3,2764,436
state_tracking_15_free_answer_question_4,2787,2386
state_tracking_19_true_false_answer_question_1,3439,5
state_tracking_19_true_false_answer_question_2,5379,5
state_tracking_19_free_answer_question_3,2986,435
state_tracking_19_free_answer_question_4,3009,2387
action_executability_1_true_false_answer_question_1,1938,5
action_executability_1_true_false_answer_question_2,2031,5
action_executability_1_free_answer_question_3,1965,1105
action_executability_1_free_answer_question_4,1967,26821
action_executability_1_free_answer_question_5,1983,55
action_executability_5_true_false_answer_question_1,2163,5
action_executability_5_true_false_answer_question_2,2248,5
action_executability_5_free_answer_question_3,2202,1265
action_executability_5_free_answer_question_4,2204,26661
action_executability_5_free_answer_question_5,2216,55
action_executability_10_true_false_answer_question_1,2433,5
action_executability_10_true_false_answer_question_2,2538,5
action_executability_10_free_answer_question_3,2475,1375
action_executability_10_free_answer_question_4,2477,26551
action_executability_10_free_answer_question_5,2501,63
action_executability_15_true_false_answer_question_1,2714,5
action_executability_15_true_false_answer_question_2,2814,5
action_executability_15_free_answer_question_3,2753,1224
action_executability_15_free_answer_question_4,2755,26702
action_executability_15_free_answer_question_5,2767,63
action_executability_19_true_false_answer_question_1,2936,5
action_executability_19_true_false_answer_question_2,3018,4
action_executability_19_free_answer_question_3,2975,1170
action_executability_19_free_answer_question_4,2977,26756
action_executability_19_free_answer_question_5,2993,55
effects_1_true_false_answer_question_1,2034,5
effects_1_true_false_answer_question_2,2039,5
effects_1_free_answer_question_3,2060,438
effects_1_free_answer_question_4,2083,2384
effects_5_true_false_answer_question_1,2261,5
effects_5_true_false_answer_question_2,2265,5
effects_5_free_answer_question_3,2286,439
effects_5_free_answer_question_4,2309,2383
effects_10_true_false_answer_question_1,2535,5
effects_10_true_false_answer_question_2,2539,5
effects_10_free_answer_question_3,2560,437
effects_10_free_answer_question_4,2583,2385
effects_15_true_false_answer_question_1,2807,5
effects_15_true_false_answer_question_2,2812,5
effects_15_free_answer_question_3,2833,435
effects_15_free_answer_question_4,2856,2387
effects_19_true_false_answer_question_1,3034,5
effects_19_true_false_answer_question_2,3038,5
effects_19_free_answer_question_3,3059,436
effects_19_free_answer_question_4,3082,2386
numerical_reasoning_1_true_false_answer_question_1,1958,5
numerical_reasoning_1_true_false_answer_question_4,1969,5
numerical_reasoning_1_true_false_answer_question_5,1972,5
numerical_reasoning_1_true_false_answer_question_6,1995,5
numerical_reasoning_1_free_answer_question_7,1993,2
numerical_reasoning_1_free_answer_question_8,2015,2
numerical_reasoning_1_free_answer_question_9,2038,2
numerical_reasoning_1_free_answer_question_10,2018,2
numerical_reasoning_1_free_answer_question_11,2020,3
numerical_reasoning_1_free_answer_question_13,2099,1
numerical_reasoning_5_true_false_answer_question_1,2195,5
numerical_reasoning_5_true_false_answer_question_4,2206,5
numerical_reasoning_5_true_false_answer_question_5,2209,5
numerical_reasoning_5_true_false_answer_question_6,2232,5
numerical_reasoning_5_free_answer_question_7,2230,2
numerical_reasoning_5_free_answer_question_8,2252,2
numerical_reasoning_5_free_answer_question_9,2275,2
numerical_reasoning_5_free_answer_question_10,2255,2
numerical_reasoning_5_free_answer_question_11,2257,3
numerical_reasoning_5_free_answer_question_13,2321,1
numerical_reasoning_10_true_false_answer_question_1,2468,5
numerical_reasoning_10_true_false_answer_question_4,2479,5
numerical_reasoning_10_true_false_answer_question_5,2482,5
numerical_reasoning_10_true_false_answer_question_6,2506,5
numerical_reasoning_10_free_answer_question_7,2503,2
numerical_reasoning_10_free_answer_question_8,2525,2
numerical_reasoning_10_free_answer_question_9,2548,2
numerical_reasoning_10_free_answer_question_10,2528,2
numerical_reasoning_10_free_answer_question_11,2530,3
numerical_reasoning_10_free_answer_question_13,2609,1
numerical_reasoning_15_true_false_answer_question_1,2746,5
numerical_reasoning_15_true_false_answer_question_4,2757,5
numerical_reasoning_15_true_false_answer_question_5,2760,5
numerical_reasoning_15_true_false_answer_question_6,2784,5
numerical_reasoning_15_free_answer_question_7,2781,2
numerical_reasoning_15_free_answer_question_8,2803,2
numerical_reasoning_15_free_answer_question_9,2826,2
numerical_reasoning_15_free_answer_question_10,2806,2
numerical_reasoning_15_free_answer_question_11,2808,3
numerical_reasoning_15_free_answer_question_13,2882,2
numerical_reasoning_19_true_false_answer_question_1,2968,5
numerical_reasoning_19_true_false_answer_question_4,2979,5
numerical_reasoning_19_true_false_answer_question_5,2982,5
numerical_reasoning_19_true_false_answer_question_6,3006,5
numerical_reasoning_19_free_answer_question_7,3003,2
numerical_reasoning_19_free_answer_question_8,3025,2
numerical_reasoning_19_free_answer_question_9,3048,2
numerical_reasoning_19_free_answer_question_10,3028,2
numerical_reasoning_19_free_answer_question_11,3030,3
numerical_reasoning_19_free_answer_question_13,3092,2
hallucination_1_true_false_answer_question_1,1998,5
hallucination_1_true_false_answer_question_2,2023,5
hallucination_1_true_false_answer_question_3,2027,5
hallucination_1_true_false_answer_question_4,2072,5
hallucination_1_true_false_answer_question_5,2083,5
hallucination_1_free_answer_question_6,2073,3
hallucination_1_free_answer_question_7,2466,34
hallucination_1_free_answer_question_8,4295,52
hallucination_5_true_false_answer_question_1,2235,5
hallucination_5_true_false_answer_question_2,2259,5
hallucination_5_true_false_answer_question_3,2264,5
hallucination_5_true_false_answer_question_4,2316,5
hallucination_5_true_false_answer_question_5,2318,5
hallucination_5_free_answer_question_6,2330,4
hallucination_5_free_answer_question_7,2679,34
hallucination_5_free_answer_question_8,3187,61
hallucination_10_true_false_answer_question_1,2508,5
hallucination_10_true_false_answer_question_2,2533,5
hallucination_10_true_false_answer_question_3,2542,5
hallucination_10_true_false_answer_question_4,2589,5
hallucination_10_true_false_answer_question_5,2591,5
hallucination_10_free_answer_question_6,2610,2
hallucination_10_free_answer_question_7,2953,34
hallucination_10_free_answer_question_8,4805,61
hallucination_15_true_false_answer_question_1,2784,4
hallucination_15_true_false_answer_question_2,2811,5
hallucination_15_true_false_answer_question_3,2815,5
hallucination_15_true_false_answer_question_4,2867,5
hallucination_15_true_false_answer_question_5,2869,5
hallucination_15_free_answer_question_6,2873,4
hallucination_15_free_answer_question_7,3262,39
hallucination_15_free_answer_question_8,4744,61
hallucination_19_true_false_answer_question_1,3007,5
hallucination_19_true_false_answer_question_2,3033,5
hallucination_19_true_false_answer_question_3,3042,5
hallucination_19_true_false_answer_question_4,3091,5
hallucination_19_true_false_answer_question_5,3091,5
hallucination_19_free_answer_question_6,3108,4
hallucination_19_free_answer_question_7,3307,34
hallucination_19_free_answer_question_8,4861,61
