,question_len,answer_len
numerical_reasoning_10_true_false_answer_question_4,3278,5
numerical_reasoning_10_true_false_answer_question_5,3282,5
numerical_reasoning_10_true_false_answer_question_6,3305,5
numerical_reasoning_10_free_answer_question_7,3302,2
numerical_reasoning_10_free_answer_question_8,3324,2
numerical_reasoning_10_free_answer_question_9,3347,2
numerical_reasoning_10_free_answer_question_10,3327,2
numerical_reasoning_10_free_answer_question_11,3329,4
numerical_reasoning_10_free_answer_question_13,3422,1
numerical_reasoning_15_true_false_answer_question_1,3457,5
numerical_reasoning_15_true_false_answer_question_4,3468,5
numerical_reasoning_15_true_false_answer_question_5,3472,5
numerical_reasoning_15_true_false_answer_question_6,3495,5
numerical_reasoning_15_free_answer_question_7,3492,2
numerical_reasoning_15_free_answer_question_8,3514,2
numerical_reasoning_15_free_answer_question_9,3537,2
numerical_reasoning_15_free_answer_question_10,3517,1
numerical_reasoning_15_free_answer_question_11,3519,4
numerical_reasoning_15_free_answer_question_13,3611,2
numerical_reasoning_19_true_false_answer_question_1,3617,5
numerical_reasoning_19_true_false_answer_question_4,3627,5
numerical_reasoning_19_true_false_answer_question_5,3632,5
numerical_reasoning_19_true_false_answer_question_6,3655,5
numerical_reasoning_19_free_answer_question_7,3652,2
numerical_reasoning_19_free_answer_question_8,3674,2
numerical_reasoning_19_free_answer_question_9,3697,2
numerical_reasoning_19_free_answer_question_10,3677,1
numerical_reasoning_19_free_answer_question_11,3679,4
numerical_reasoning_19_free_answer_question_13,3772,2
hallucination_1_true_false_answer_question_1,2881,5
hallucination_1_true_false_answer_question_2,2910,5
hallucination_1_true_false_answer_question_3,2926,5
hallucination_1_true_false_answer_question_4,2953,5
hallucination_1_true_false_answer_question_5,2971,5
hallucination_1_free_answer_question_6,3027,7
hallucination_1_free_answer_question_7,3345,22
hallucination_1_free_answer_question_8,4990,70
hallucination_5_true_false_answer_question_1,3120,5
hallucination_5_true_false_answer_question_2,3128,5
hallucination_5_true_false_answer_question_3,3164,5
hallucination_5_true_false_answer_question_4,3196,5
hallucination_5_true_false_answer_question_5,3198,4
hallucination_5_free_answer_question_6,3265,7
hallucination_5_free_answer_question_7,3517,38
hallucination_5_free_answer_question_8,5276,70
hallucination_10_true_false_answer_question_1,3310,5
hallucination_10_true_false_answer_question_2,3338,5
hallucination_10_true_false_answer_question_3,3354,5
hallucination_10_true_false_answer_question_4,3358,5
hallucination_10_true_false_answer_question_5,3388,5
hallucination_10_free_answer_question_6,3407,7
hallucination_10_free_answer_question_7,3750,38
hallucination_10_free_answer_question_8,5167,70
hallucination_15_true_false_answer_question_1,3500,5
hallucination_15_true_false_answer_question_2,3528,5
hallucination_15_true_false_answer_question_3,3544,5
hallucination_15_true_false_answer_question_4,3571,5
hallucination_15_true_false_answer_question_5,3578,5
hallucination_15_free_answer_question_6,3649,7
hallucination_15_free_answer_question_7,3943,26
hallucination_15_free_answer_question_8,5277,56
hallucination_19_true_false_answer_question_1,3660,5
hallucination_19_true_false_answer_question_2,3673,5
hallucination_19_true_false_answer_question_3,3704,5
hallucination_19_true_false_answer_question_4,3747,5
hallucination_19_true_false_answer_question_5,3738,5
hallucination_19_free_answer_question_6,3764,7
hallucination_19_free_answer_question_7,3893,22
hallucination_19_free_answer_question_8,5989,70
