,question_len,answer_len
state_tracking_5_true_false_answer_question_1,3628,5
state_tracking_5_true_false_answer_question_2,7649,5
state_tracking_5_free_answer_question_3,2864,730
state_tracking_5_free_answer_question_4,2887,4778
state_tracking_10_true_false_answer_question_1,3856,5
state_tracking_10_true_false_answer_question_2,7944,5
state_tracking_10_free_answer_question_3,3110,688
state_tracking_10_free_answer_question_4,3133,4828
state_tracking_15_true_false_answer_question_1,4042,5
state_tracking_15_true_false_answer_question_2,8282,5
state_tracking_15_free_answer_question_3,3388,640
state_tracking_15_free_answer_question_4,3411,4888
state_tracking_19_true_false_answer_question_1,4359,5
state_tracking_19_true_false_answer_question_2,8351,5
state_tracking_19_free_answer_question_3,3590,753
state_tracking_19_free_answer_question_4,3613,4755
action_executability_1_true_false_answer_question_1,2630,5
action_executability_1_true_false_answer_question_2,2714,5
action_executability_1_free_answer_question_3,2664,772
action_executability_1_free_answer_question_4,2666,181354
action_executability_1_free_answer_question_5,2684,47
action_executability_5_true_false_answer_question_1,2817,5
action_executability_5_true_false_answer_question_2,2889,5
action_executability_5_free_answer_question_3,2853,877
action_executability_5_free_answer_question_4,2855,181249
action_executability_5_free_answer_question_5,2870,54
action_executability_10_true_false_answer_question_1,3062,5
action_executability_10_true_false_answer_question_2,3143,5
action_executability_10_free_answer_question_3,3099,935
action_executability_10_free_answer_question_4,3101,181191
action_executability_10_free_answer_question_5,3119,50
action_executability_15_true_false_answer_question_1,3336,5
action_executability_15_true_false_answer_question_2,3407,5
action_executability_15_free_answer_question_3,3377,959
action_executability_15_free_answer_question_4,3379,181167
action_executability_15_free_answer_question_5,3391,45
action_executability_19_true_false_answer_question_1,3544,5
action_executability_19_true_false_answer_question_2,3625,5
action_executability_19_free_answer_question_3,3579,906
action_executability_19_free_answer_question_4,3581,181220
action_executability_19_free_answer_question_5,3594,46
effects_1_true_false_answer_question_1,2728,5
effects_1_true_false_answer_question_2,2792,5
effects_1_free_answer_question_3,2737,735
effects_1_free_answer_question_4,2760,4773
effects_5_true_false_answer_question_1,2919,5
effects_5_true_false_answer_question_2,2972,4
effects_5_free_answer_question_3,2927,693
effects_5_free_answer_question_4,2950,4823
effects_10_true_false_answer_question_1,3159,5
effects_10_true_false_answer_question_2,3185,5
effects_10_free_answer_question_3,3187,672
effects_10_free_answer_question_4,3210,4848
effects_15_true_false_answer_question_1,3500,5
effects_15_true_false_answer_question_2,3457,5
effects_15_free_answer_question_3,3455,683
effects_15_free_answer_question_4,3478,4837
effects_19_true_false_answer_question_1,3707,5
effects_19_true_false_answer_question_2,3665,5
effects_19_free_answer_question_3,3656,796
effects_19_free_answer_question_4,3679,4704
numerical_reasoning_1_true_false_answer_question_1,2657,5
numerical_reasoning_1_true_false_answer_question_4,2668,5
numerical_reasoning_1_true_false_answer_question_5,2672,5
numerical_reasoning_1_true_false_answer_question_6,2694,5
numerical_reasoning_1_free_answer_question_7,2692,2
numerical_reasoning_1_free_answer_question_8,2714,2
numerical_reasoning_1_free_answer_question_9,2737,3
numerical_reasoning_1_free_answer_question_10,2717,2
numerical_reasoning_1_free_answer_question_11,2719,4
numerical_reasoning_1_free_answer_question_13,2791,1
numerical_reasoning_5_true_false_answer_question_1,2846,5
numerical_reasoning_5_true_false_answer_question_4,2857,5
numerical_reasoning_5_true_false_answer_question_5,2861,5
numerical_reasoning_5_true_false_answer_question_6,2883,5
numerical_reasoning_5_free_answer_question_7,2881,2
numerical_reasoning_5_free_answer_question_8,2903,2
numerical_reasoning_5_free_answer_question_9,2926,3
numerical_reasoning_5_free_answer_question_10,2906,2
numerical_reasoning_5_free_answer_question_11,2908,4
numerical_reasoning_5_free_answer_question_13,2980,1
numerical_reasoning_10_true_false_answer_question_1,3092,5
numerical_reasoning_10_true_false_answer_question_4,3103,5
numerical_reasoning_10_true_false_answer_question_5,3107,5
numerical_reasoning_10_true_false_answer_question_6,3130,5
numerical_reasoning_10_free_answer_question_7,3127,2
numerical_reasoning_10_free_answer_question_8,3149,2
numerical_reasoning_10_free_answer_question_9,3172,3
numerical_reasoning_10_free_answer_question_10,3152,2
numerical_reasoning_10_free_answer_question_11,3154,4
numerical_reasoning_10_free_answer_question_13,3228,1
numerical_reasoning_15_true_false_answer_question_1,3370,5
numerical_reasoning_15_true_false_answer_question_4,3381,5
numerical_reasoning_15_true_false_answer_question_5,3385,5
numerical_reasoning_15_true_false_answer_question_6,3408,5
numerical_reasoning_15_free_answer_question_7,3405,2
numerical_reasoning_15_free_answer_question_8,3427,2
numerical_reasoning_15_free_answer_question_9,3450,3
numerical_reasoning_15_free_answer_question_10,3430,2
numerical_reasoning_15_free_answer_question_11,3432,4
numerical_reasoning_15_free_answer_question_13,3502,2
numerical_reasoning_19_true_false_answer_question_1,3572,5
numerical_reasoning_19_true_false_answer_question_4,3583,5
numerical_reasoning_19_true_false_answer_question_5,3587,5
numerical_reasoning_19_true_false_answer_question_6,3610,5
numerical_reasoning_19_free_answer_question_7,3607,2
numerical_reasoning_19_free_answer_question_8,3629,2
numerical_reasoning_19_free_answer_question_9,3652,3
numerical_reasoning_19_free_answer_question_10,3632,2
numerical_reasoning_19_free_answer_question_11,3634,4
numerical_reasoning_19_free_answer_question_13,3705,2
hallucination_1_true_false_answer_question_1,2700,5
hallucination_1_true_false_answer_question_2,2722,5
hallucination_1_true_false_answer_question_3,2721,5
hallucination_1_true_false_answer_question_4,2767,5
hallucination_1_true_false_answer_question_5,2776,5
hallucination_1_free_answer_question_6,2903,12
hallucination_1_free_answer_question_7,3126,31
hallucination_1_free_answer_question_8,6770,43
hallucination_5_true_false_answer_question_1,2888,5
hallucination_5_true_false_answer_question_2,2911,5
hallucination_5_true_false_answer_question_3,2910,5
hallucination_5_true_false_answer_question_4,2960,5
hallucination_5_true_false_answer_question_5,2970,5
hallucination_5_free_answer_question_6,3063,7
hallucination_5_free_answer_question_7,3282,25
hallucination_5_free_answer_question_8,7313,53
hallucination_10_true_false_answer_question_1,3134,5
hallucination_10_true_false_answer_question_2,3148,5
hallucination_10_true_false_answer_question_3,3151,5
hallucination_10_true_false_answer_question_4,3196,4
hallucination_10_true_false_answer_question_5,3213,5
hallucination_10_free_answer_question_6,3273,7
hallucination_10_free_answer_question_7,3828,15
hallucination_10_free_answer_question_8,7625,49
hallucination_15_true_false_answer_question_1,3418,5
hallucination_15_true_false_answer_question_2,3423,5
hallucination_15_true_false_answer_question_3,3441,5
hallucination_15_true_false_answer_question_4,3491,5
hallucination_15_true_false_answer_question_5,3489,5
hallucination_15_free_answer_question_6,3582,12
hallucination_15_free_answer_question_7,3953,22
hallucination_15_free_answer_question_8,7192,62
hallucination_19_true_false_answer_question_1,3620,5
hallucination_19_true_false_answer_question_2,3629,5
hallucination_19_true_false_answer_question_3,3636,5
hallucination_19_true_false_answer_question_4,3682,5
hallucination_19_true_false_answer_question_5,3691,5
hallucination_19_free_answer_question_6,3820,6
hallucination_19_free_answer_question_7,4412,30
hallucination_19_free_answer_question_8,7566,62
