,question_len,answer_len
hallucination_15_true_false_answer_question_4,1828,5
hallucination_15_true_false_answer_question_5,1830,5
hallucination_15_free_answer_question_6,1886,5
hallucination_15_free_answer_question_7,1974,38
hallucination_15_free_answer_question_8,2700,52
hallucination_19_true_false_answer_question_1,1948,5
hallucination_19_true_false_answer_question_2,1976,5
hallucination_19_true_false_answer_question_3,1981,5
hallucination_19_true_false_answer_question_4,2008,5
hallucination_19_true_false_answer_question_5,2021,5
hallucination_19_free_answer_question_6,2063,9
hallucination_19_free_answer_question_7,2130,4
hallucination_19_free_answer_question_8,3085,52
