,question_len,answer_len
state_tracking_19_true_false_answer_question_2,8316,5
state_tracking_19_free_answer_question_3,3114,1426
state_tracking_19_free_answer_question_4,3137,4969
action_executability_1_true_false_answer_question_1,2086,5
action_executability_1_true_false_answer_question_2,2168,5
action_executability_1_free_answer_question_3,2128,217
action_executability_1_free_answer_question_4,2130,30889
action_executability_1_free_answer_question_5,2139,52
action_executability_5_true_false_answer_question_1,2305,5
action_executability_5_true_false_answer_question_2,2387,5
action_executability_5_free_answer_question_3,2347,109
action_executability_5_free_answer_question_4,2349,30997
action_executability_5_free_answer_question_5,2358,52
action_executability_10_true_false_answer_question_1,2575,5
action_executability_10_true_false_answer_question_2,2658,5
action_executability_10_free_answer_question_3,2617,163
action_executability_10_free_answer_question_4,2619,30943
action_executability_10_free_answer_question_5,2628,52
action_executability_15_true_false_answer_question_1,2845,5
action_executability_15_true_false_answer_question_2,2928,5
action_executability_15_free_answer_question_3,2887,217
action_executability_15_free_answer_question_4,2889,30889
action_executability_15_free_answer_question_5,2898,52
action_executability_19_true_false_answer_question_1,3061,5
action_executability_19_true_false_answer_question_2,3145,5
action_executability_19_free_answer_question_3,3103,109
action_executability_19_free_answer_question_4,3105,30997
action_executability_19_free_answer_question_5,3114,52
effects_1_true_false_answer_question_1,2216,5
effects_1_true_false_answer_question_2,2247,5
effects_1_free_answer_question_3,2212,1426
effects_1_free_answer_question_4,2235,4969
effects_5_true_false_answer_question_1,2441,5
effects_5_true_false_answer_question_2,2460,5
effects_5_free_answer_question_3,2431,1426
effects_5_free_answer_question_4,2454,4969
effects_10_true_false_answer_question_1,2711,5
effects_10_true_false_answer_question_2,2713,5
effects_10_free_answer_question_3,2701,1426
effects_10_free_answer_question_4,2724,4969
effects_15_true_false_answer_question_1,2992,5
effects_15_true_false_answer_question_2,2983,5
effects_15_free_answer_question_3,2971,1426
effects_15_free_answer_question_4,2994,4969
effects_19_true_false_answer_question_1,3208,5
effects_19_true_false_answer_question_2,3222,5
effects_19_free_answer_question_3,3187,1426
effects_19_free_answer_question_4,3210,4969
numerical_reasoning_1_true_false_answer_question_1,2121,5
numerical_reasoning_1_true_false_answer_question_4,2131,5
numerical_reasoning_1_true_false_answer_question_5,2135,5
numerical_reasoning_1_true_false_answer_question_6,2158,5
numerical_reasoning_1_free_answer_question_7,2156,2
numerical_reasoning_1_free_answer_question_8,2178,2
numerical_reasoning_1_free_answer_question_9,2201,3
numerical_reasoning_1_free_answer_question_10,2181,1
numerical_reasoning_1_free_answer_question_11,2183,3
numerical_reasoning_1_free_answer_question_13,2247,1
numerical_reasoning_5_true_false_answer_question_1,2340,5
numerical_reasoning_5_true_false_answer_question_4,2350,5
numerical_reasoning_5_true_false_answer_question_5,2354,5
numerical_reasoning_5_true_false_answer_question_6,2377,5
numerical_reasoning_5_free_answer_question_7,2375,2
numerical_reasoning_5_free_answer_question_8,2397,2
numerical_reasoning_5_free_answer_question_9,2420,3
numerical_reasoning_5_free_answer_question_10,2400,1
numerical_reasoning_5_free_answer_question_11,2402,3
numerical_reasoning_5_free_answer_question_13,2466,1
numerical_reasoning_10_true_false_answer_question_1,2610,5
numerical_reasoning_10_true_false_answer_question_4,2620,5
numerical_reasoning_10_true_false_answer_question_5,2624,5
numerical_reasoning_10_true_false_answer_question_6,2648,5
numerical_reasoning_10_free_answer_question_7,2645,2
numerical_reasoning_10_free_answer_question_8,2667,2
numerical_reasoning_10_free_answer_question_9,2690,3
numerical_reasoning_10_free_answer_question_10,2670,1
numerical_reasoning_10_free_answer_question_11,2672,3
numerical_reasoning_10_free_answer_question_13,2736,1
numerical_reasoning_15_true_false_answer_question_1,2880,5
numerical_reasoning_15_true_false_answer_question_4,2890,5
numerical_reasoning_15_true_false_answer_question_5,2894,5
numerical_reasoning_15_true_false_answer_question_6,2918,5
numerical_reasoning_15_free_answer_question_7,2915,2
numerical_reasoning_15_free_answer_question_8,2937,2
numerical_reasoning_15_free_answer_question_9,2960,3
numerical_reasoning_15_free_answer_question_10,2940,1
numerical_reasoning_15_free_answer_question_11,2942,3
numerical_reasoning_15_free_answer_question_13,3006,1
numerical_reasoning_19_true_false_answer_question_1,3096,5
numerical_reasoning_19_true_false_answer_question_4,3106,5
numerical_reasoning_19_true_false_answer_question_5,3110,5
numerical_reasoning_19_true_false_answer_question_6,3134,5
numerical_reasoning_19_free_answer_question_7,3131,2
numerical_reasoning_19_free_answer_question_8,3153,2
numerical_reasoning_19_free_answer_question_9,3176,3
numerical_reasoning_19_free_answer_question_10,3156,1
numerical_reasoning_19_free_answer_question_11,3158,3
numerical_reasoning_19_free_answer_question_13,3222,2
hallucination_1_true_false_answer_question_1,2162,5
hallucination_1_true_false_answer_question_2,2196,5
hallucination_1_true_false_answer_question_3,2197,5
hallucination_1_true_false_answer_question_4,2245,5
hallucination_1_true_false_answer_question_5,2247,5
hallucination_1_free_answer_question_6,2275,5
hallucination_1_free_answer_question_7,2785,35
hallucination_1_free_answer_question_8,5408,64
hallucination_5_true_false_answer_question_1,2381,5
hallucination_5_true_false_answer_question_2,2415,5
hallucination_5_true_false_answer_question_3,2416,5
hallucination_5_true_false_answer_question_4,2464,5
hallucination_5_true_false_answer_question_5,2466,5
hallucination_5_free_answer_question_6,2449,5
hallucination_5_free_answer_question_7,3546,44
hallucination_5_free_answer_question_8,5554,64
hallucination_10_true_false_answer_question_1,2651,5
hallucination_10_true_false_answer_question_2,2685,5
hallucination_10_true_false_answer_question_3,2691,5
hallucination_10_true_false_answer_question_4,2734,5
hallucination_10_true_false_answer_question_5,2736,5
hallucination_10_free_answer_question_6,2771,3
hallucination_10_free_answer_question_7,3844,44
hallucination_10_free_answer_question_8,5539,64
hallucination_15_true_false_answer_question_1,2921,5
hallucination_15_true_false_answer_question_2,2957,5
hallucination_15_true_false_answer_question_3,2950,5
hallucination_15_true_false_answer_question_4,3004,5
hallucination_15_true_false_answer_question_5,3006,5
hallucination_15_free_answer_question_6,3019,5
hallucination_15_free_answer_question_7,4227,44
hallucination_15_free_answer_question_8,7561,64
hallucination_19_true_false_answer_question_1,3136,5
hallucination_19_true_false_answer_question_2,3173,5
hallucination_19_true_false_answer_question_3,3177,5
hallucination_19_true_false_answer_question_4,3220,5
hallucination_19_true_false_answer_question_5,3222,5
hallucination_19_free_answer_question_6,3212,5
hallucination_19_free_answer_question_7,3983,44
hallucination_19_free_answer_question_8,7720,64
