,question_len,total_question_len
state_tracking_1_true_false_answer_question_1,19208.0,
state_tracking_1_true_false_answer_question_2,82933.0,
state_tracking_1_free_answer_question_3,18152.0,
state_tracking_1_free_answer_question_4,76505.0,
state_tracking_5_true_false_answer_question_1,21020.0,
state_tracking_5_true_false_answer_question_2,84147.0,
state_tracking_5_free_answer_question_3,19725.0,
state_tracking_5_free_answer_question_4,78078.0,
state_tracking_10_true_false_answer_question_1,22836.0,
state_tracking_10_true_false_answer_question_2,86518.0,
state_tracking_10_free_answer_question_3,21655.0,
state_tracking_10_free_answer_question_4,80008.0,
state_tracking_15_true_false_answer_question_1,24622.0,
state_tracking_15_true_false_answer_question_2,88524.0,
state_tracking_15_free_answer_question_3,23533.0,
state_tracking_15_free_answer_question_4,81942.0,
state_tracking_19_true_false_answer_question_1,25606.0,
state_tracking_19_true_false_answer_question_2,90925.0,
state_tracking_19_free_answer_question_3,24609.0,
state_tracking_19_free_answer_question_4,84242.0,
action_executability_1_true_false_answer_question_1,10902.0,
action_executability_1_true_false_answer_question_2,11565.0,
action_executability_1_free_answer_question_3,11828.0,
action_executability_1_free_answer_question_4,184165.0,
action_executability_1_free_answer_question_5,11639.0,
action_executability_5_true_false_answer_question_1,12489.0,
action_executability_5_true_false_answer_question_2,13130.0,
action_executability_5_free_answer_question_3,13284.0,
action_executability_5_free_answer_question_4,185852.0,
action_executability_5_free_answer_question_5,13237.0,
action_executability_10_true_false_answer_question_1,14384.0,
action_executability_10_true_false_answer_question_2,15080.0,
action_executability_10_free_answer_question_3,15170.0,
action_executability_10_free_answer_question_4,187820.0,
action_executability_10_free_answer_question_5,15108.0,
action_executability_15_true_false_answer_question_1,16307.0,
action_executability_15_true_false_answer_question_2,17028.0,
action_executability_15_free_answer_question_3,22919.0,
action_executability_15_free_answer_question_4,183898.0,
action_executability_15_free_answer_question_5,16961.0,
action_executability_19_true_false_answer_question_1,17945.0,
action_executability_19_true_false_answer_question_2,18640.0,
action_executability_19_free_answer_question_3,19015.0,
action_executability_19_free_answer_question_4,191037.0,
action_executability_19_free_answer_question_5,18637.0,
effects_1_true_false_answer_question_1,11654.0,
effects_1_true_false_answer_question_2,11722.0,
effects_1_free_answer_question_3,18728.0,
effects_1_free_answer_question_4,77081.0,
effects_5_true_false_answer_question_1,13261.0,
effects_5_true_false_answer_question_2,13313.0,
effects_5_free_answer_question_3,20301.0,
effects_5_free_answer_question_4,78654.0,
effects_10_true_false_answer_question_1,15199.0,
effects_10_true_false_answer_question_2,15197.0,
effects_10_free_answer_question_3,22233.0,
effects_10_free_answer_question_4,80586.0,
effects_15_true_false_answer_question_1,17079.0,
effects_15_true_false_answer_question_2,17321.0,
effects_15_free_answer_question_3,24001.0,
effects_15_free_answer_question_4,82662.0,
effects_19_true_false_answer_question_1,18713.0,
effects_19_true_false_answer_question_2,18991.0,
effects_19_free_answer_question_3,25065.0,
effects_19_free_answer_question_4,85022.0,
numerical_reasoning_1_true_false_answer_question_1,11226.0,
numerical_reasoning_1_true_false_answer_question_4,11326.0,
numerical_reasoning_1_true_false_answer_question_5,11364.0,
numerical_reasoning_1_true_false_answer_question_6,11595.0,
numerical_reasoning_1_free_answer_question_7,11553.0,
numerical_reasoning_1_free_answer_question_8,11773.0,
numerical_reasoning_1_free_answer_question_9,12012.0,
numerical_reasoning_1_free_answer_question_10,11794.0,
numerical_reasoning_1_free_answer_question_11,11832.0,
numerical_reasoning_1_free_answer_question_13,12539.0,
numerical_reasoning_5_true_false_answer_question_1,12799.0,
numerical_reasoning_5_true_false_answer_question_4,12898.0,
numerical_reasoning_5_true_false_answer_question_5,12940.0,
numerical_reasoning_5_true_false_answer_question_6,13167.0,
numerical_reasoning_5_free_answer_question_7,13126.0,
numerical_reasoning_5_free_answer_question_8,13346.0,
numerical_reasoning_5_free_answer_question_9,13585.0,
numerical_reasoning_5_free_answer_question_10,13367.0,
numerical_reasoning_5_free_answer_question_11,13405.0,
numerical_reasoning_5_free_answer_question_13,14040.0,
numerical_reasoning_10_true_false_answer_question_1,14727.0,
numerical_reasoning_10_true_false_answer_question_4,14828.0,
numerical_reasoning_10_true_false_answer_question_5,14871.0,
numerical_reasoning_10_true_false_answer_question_6,15105.0,
numerical_reasoning_10_free_answer_question_7,15056.0,
numerical_reasoning_10_free_answer_question_8,15276.0,
numerical_reasoning_10_free_answer_question_9,15515.0,
numerical_reasoning_10_free_answer_question_10,15297.0,
numerical_reasoning_10_free_answer_question_11,15335.0,
numerical_reasoning_10_free_answer_question_13,15986.0,
numerical_reasoning_15_true_false_answer_question_1,16634.0,
numerical_reasoning_15_true_false_answer_question_4,16743.0,
numerical_reasoning_15_true_false_answer_question_5,16774.0,
numerical_reasoning_15_true_false_answer_question_6,17015.0,
numerical_reasoning_15_free_answer_question_7,16962.0,
numerical_reasoning_15_free_answer_question_8,17182.0,
numerical_reasoning_15_free_answer_question_9,17421.0,
numerical_reasoning_15_free_answer_question_10,17209.0,
numerical_reasoning_15_free_answer_question_11,17241.0,
numerical_reasoning_15_free_answer_question_13,17904.0,
numerical_reasoning_19_true_false_answer_question_1,18254.0,
numerical_reasoning_19_true_false_answer_question_4,18357.0,
numerical_reasoning_19_true_false_answer_question_5,18396.0,
numerical_reasoning_19_true_false_answer_question_6,18639.0,
numerical_reasoning_19_free_answer_question_7,18584.0,
numerical_reasoning_19_free_answer_question_8,18804.0,
numerical_reasoning_19_free_answer_question_9,19043.0,
numerical_reasoning_19_free_answer_question_10,18825.0,
numerical_reasoning_19_free_answer_question_11,18863.0,
numerical_reasoning_19_free_answer_question_13,19539.0,
hallucination_1_true_false_answer_question_1,11663.0,
hallucination_1_true_false_answer_question_2,11720.0,
hallucination_1_true_false_answer_question_3,11828.0,
hallucination_1_true_false_answer_question_4,12215.0,
hallucination_1_true_false_answer_question_5,12247.0,
hallucination_1_free_answer_question_6,13135.0,
hallucination_1_free_answer_question_7,16982.0,
hallucination_1_free_answer_question_8,41109.0,
hallucination_5_true_false_answer_question_1,13220.0,
hallucination_5_true_false_answer_question_2,13322.0,
hallucination_5_true_false_answer_question_3,13412.0,
hallucination_5_true_false_answer_question_4,13826.0,
hallucination_5_true_false_answer_question_5,13779.0,
hallucination_5_free_answer_question_6,14481.0,
hallucination_5_free_answer_question_7,16816.0,
hallucination_5_free_answer_question_8,50832.0,
hallucination_10_true_false_answer_question_1,15175.0,
hallucination_10_true_false_answer_question_2,15337.0,
hallucination_10_true_false_answer_question_3,15379.0,
hallucination_10_true_false_answer_question_4,15746.0,
hallucination_10_true_false_answer_question_5,15740.0,
hallucination_10_free_answer_question_6,16629.0,
hallucination_10_free_answer_question_7,20028.0,
hallucination_10_free_answer_question_8,57546.0,
hallucination_15_true_false_answer_question_1,17059.0,
hallucination_15_true_false_answer_question_2,17154.0,
hallucination_15_true_false_answer_question_3,17275.0,
hallucination_15_true_false_answer_question_4,17581.0,
hallucination_15_true_false_answer_question_5,17622.0,
hallucination_15_free_answer_question_6,18901.0,
hallucination_15_free_answer_question_7,23197.0,
hallucination_15_free_answer_question_8,58643.0,
hallucination_19_true_false_answer_question_1,18695.0,
hallucination_19_true_false_answer_question_2,18818.0,
hallucination_19_true_false_answer_question_3,18871.0,
hallucination_19_true_false_answer_question_4,19202.0,
hallucination_19_true_false_answer_question_5,19277.0,
hallucination_19_free_answer_question_6,20113.0,
hallucination_19_free_answer_question_7,22748.0,
hallucination_19_free_answer_question_8,60929.0,
total,,5595956.0
