,question_len,total_question_len
numerical_reasoning_19_free_answer_question_10,35011.0,
numerical_reasoning_19_free_answer_question_11,35048.0,
numerical_reasoning_19_free_answer_question_13,35726.0,
hallucination_1_true_false_answer_question_1,26316.0,
hallucination_1_true_false_answer_question_2,26634.0,
hallucination_1_true_false_answer_question_3,26645.0,
hallucination_1_true_false_answer_question_4,26970.0,
hallucination_1_true_false_answer_question_5,27011.0,
hallucination_1_free_answer_question_6,27292.0,
hallucination_1_free_answer_question_7,38056.0,
hallucination_1_free_answer_question_8,110258.0,
hallucination_5_true_false_answer_question_1,28255.0,
hallucination_5_true_false_answer_question_2,28526.0,
hallucination_5_true_false_answer_question_3,28586.0,
hallucination_5_true_false_answer_question_4,28924.0,
hallucination_5_true_false_answer_question_5,28948.0,
hallucination_5_free_answer_question_6,29169.0,
hallucination_5_free_answer_question_7,39265.0,
hallucination_5_free_answer_question_8,116656.0,
hallucination_10_true_false_answer_question_1,30567.0,
hallucination_10_true_false_answer_question_2,30840.0,
hallucination_10_true_false_answer_question_3,30918.0,
hallucination_10_true_false_answer_question_4,31205.0,
hallucination_10_true_false_answer_question_5,31272.0,
hallucination_10_free_answer_question_6,31566.0,
hallucination_10_free_answer_question_7,40820.0,
hallucination_10_free_answer_question_8,115603.0,
hallucination_15_true_false_answer_question_1,32938.0,
hallucination_15_true_false_answer_question_2,33261.0,
hallucination_15_true_false_answer_question_3,33273.0,
hallucination_15_true_false_answer_question_4,33571.0,
hallucination_15_true_false_answer_question_5,33630.0,
hallucination_15_free_answer_question_6,34059.0,
hallucination_15_free_answer_question_7,44683.0,
hallucination_15_free_answer_question_8,81854.0,
hallucination_19_true_false_answer_question_1,34842.0,
hallucination_19_true_false_answer_question_2,35118.0,
hallucination_19_true_false_answer_question_3,35189.0,
hallucination_19_true_false_answer_question_4,35504.0,
hallucination_19_true_false_answer_question_5,35590.0,
hallucination_19_free_answer_question_6,35950.0,
hallucination_19_free_answer_question_7,43340.0,
hallucination_19_free_answer_question_8,103135.0,
total,,11899058.0
