,question_len,total_question_len
action_executability_1_free_answer_question_5,40552.0,
action_executability_5_true_false_answer_question_1,41845.0,
action_executability_5_true_false_answer_question_2,42676.0,
action_executability_5_free_answer_question_3,44455.0,
action_executability_5_free_answer_question_4,383044.0,
action_executability_5_free_answer_question_5,42570.0,
action_executability_10_true_false_answer_question_1,44442.0,
action_executability_10_true_false_answer_question_2,45257.0,
action_executability_10_free_answer_question_3,47146.0,
action_executability_10_free_answer_question_4,385573.0,
action_executability_10_free_answer_question_5,45237.0,
action_executability_15_true_false_answer_question_1,46768.0,
action_executability_15_true_false_answer_question_2,47544.0,
action_executability_15_free_answer_question_3,48511.0,
action_executability_15_free_answer_question_4,388848.0,
action_executability_15_free_answer_question_5,47458.0,
action_executability_19_true_false_answer_question_1,48852.0,
action_executability_19_true_false_answer_question_2,49703.0,
action_executability_19_free_answer_question_3,50035.0,
action_executability_19_free_answer_question_4,391524.0,
action_executability_19_free_answer_question_5,49563.0,
effects_1_true_false_answer_question_1,40750.0,
effects_1_true_false_answer_question_2,41011.0,
effects_1_free_answer_question_3,71354.0,
effects_1_free_answer_question_4,172312.0,
effects_5_true_false_answer_question_1,42950.0,
effects_5_true_false_answer_question_2,43007.0,
effects_5_free_answer_question_3,73286.0,
effects_5_free_answer_question_4,174564.0,
effects_10_true_false_answer_question_1,45539.0,
effects_10_true_false_answer_question_2,45536.0,
effects_10_free_answer_question_3,75808.0,
effects_10_free_answer_question_4,177212.0,
effects_15_true_false_answer_question_1,47900.0,
effects_15_true_false_answer_question_2,47924.0,
effects_15_free_answer_question_3,78358.0,
effects_15_free_answer_question_4,179266.0,
effects_19_true_false_answer_question_1,49699.0,
effects_19_true_false_answer_question_2,49854.0,
effects_19_free_answer_question_3,80237.0,
effects_19_free_answer_question_4,181307.0,
numerical_reasoning_1_true_false_answer_question_1,40215.0,
numerical_reasoning_1_true_false_answer_question_4,40315.0,
numerical_reasoning_1_true_false_answer_question_5,40357.0,
numerical_reasoning_1_true_false_answer_question_6,40585.0,
numerical_reasoning_1_free_answer_question_7,40542.0,
numerical_reasoning_1_free_answer_question_8,40763.0,
numerical_reasoning_1_free_answer_question_9,41001.0,
numerical_reasoning_1_free_answer_question_10,40783.0,
numerical_reasoning_1_free_answer_question_11,40822.0,
numerical_reasoning_1_free_answer_question_13,41473.0,
numerical_reasoning_5_true_false_answer_question_1,42174.0,
numerical_reasoning_5_true_false_answer_question_4,42276.0,
numerical_reasoning_5_true_false_answer_question_5,42319.0,
numerical_reasoning_5_true_false_answer_question_6,42542.0,
numerical_reasoning_5_free_answer_question_7,42502.0,
numerical_reasoning_5_free_answer_question_8,42723.0,
numerical_reasoning_5_free_answer_question_9,42961.0,
numerical_reasoning_5_free_answer_question_10,42743.0,
numerical_reasoning_5_free_answer_question_11,42782.0,
numerical_reasoning_5_free_answer_question_13,43453.0,
numerical_reasoning_10_true_false_answer_question_1,44784.0,
numerical_reasoning_10_true_false_answer_question_4,44885.0,
numerical_reasoning_10_true_false_answer_question_5,44925.0,
numerical_reasoning_10_true_false_answer_question_6,45163.0,
numerical_reasoning_10_free_answer_question_7,45112.0,
numerical_reasoning_10_free_answer_question_8,45333.0,
numerical_reasoning_10_free_answer_question_9,45571.0,
numerical_reasoning_10_free_answer_question_10,45353.0,
numerical_reasoning_10_free_answer_question_11,45392.0,
numerical_reasoning_10_free_answer_question_13,46059.0,
numerical_reasoning_15_true_false_answer_question_1,47106.0,
numerical_reasoning_15_true_false_answer_question_4,47205.0,
numerical_reasoning_15_true_false_answer_question_5,47247.0,
numerical_reasoning_15_true_false_answer_question_6,47486.0,
numerical_reasoning_15_free_answer_question_7,47432.0,
numerical_reasoning_15_free_answer_question_8,47653.0,
numerical_reasoning_15_free_answer_question_9,47891.0,
numerical_reasoning_15_free_answer_question_10,47673.0,
numerical_reasoning_15_free_answer_question_11,47712.0,
numerical_reasoning_15_free_answer_question_13,48378.0,
numerical_reasoning_19_true_false_answer_question_1,49203.0,
numerical_reasoning_19_true_false_answer_question_4,49302.0,
numerical_reasoning_19_true_false_answer_question_5,49343.0,
numerical_reasoning_19_true_false_answer_question_6,49585.0,
numerical_reasoning_19_free_answer_question_7,49532.0,
numerical_reasoning_19_free_answer_question_8,49753.0,
numerical_reasoning_19_free_answer_question_9,49991.0,
numerical_reasoning_19_free_answer_question_10,49773.0,
numerical_reasoning_19_free_answer_question_11,49812.0,
numerical_reasoning_19_free_answer_question_13,50456.0,
hallucination_1_true_false_answer_question_1,40620.0,
hallucination_1_true_false_answer_question_2,40938.0,
hallucination_1_true_false_answer_question_3,40978.0,
hallucination_1_true_false_answer_question_4,41199.0,
hallucination_1_true_false_answer_question_5,41291.0,
hallucination_1_free_answer_question_6,41545.0,
hallucination_1_free_answer_question_7,64820.0,
hallucination_1_free_answer_question_8,122663.0,
hallucination_5_true_false_answer_question_1,42580.0,
hallucination_5_true_false_answer_question_2,43054.0,
hallucination_5_true_false_answer_question_3,42920.0,
hallucination_5_true_false_answer_question_4,43191.0,
hallucination_5_true_false_answer_question_5,43215.0,
hallucination_5_free_answer_question_6,43581.0,
hallucination_5_free_answer_question_7,59356.0,
hallucination_5_free_answer_question_8,156082.0,
hallucination_10_true_false_answer_question_1,45190.0,
hallucination_10_true_false_answer_question_2,45486.0,
hallucination_10_true_false_answer_question_3,45570.0,
hallucination_10_true_false_answer_question_4,45804.0,
hallucination_10_true_false_answer_question_5,45846.0,
hallucination_10_free_answer_question_6,45935.0,
hallucination_10_free_answer_question_7,62018.0,
hallucination_10_free_answer_question_8,155156.0,
hallucination_15_true_false_answer_question_1,47510.0,
hallucination_15_true_false_answer_question_2,47866.0,
hallucination_15_true_false_answer_question_3,47860.0,
hallucination_15_true_false_answer_question_4,48208.0,
hallucination_15_true_false_answer_question_5,48167.0,
hallucination_15_free_answer_question_6,48541.0,
hallucination_15_free_answer_question_7,63424.0,
hallucination_15_free_answer_question_8,108984.0,
hallucination_19_true_false_answer_question_1,49610.0,
hallucination_19_true_false_answer_question_2,49961.0,
hallucination_19_true_false_answer_question_3,49975.0,
hallucination_19_true_false_answer_question_4,50183.0,
hallucination_19_true_false_answer_question_5,50283.0,
hallucination_19_free_answer_question_6,50463.0,
hallucination_19_free_answer_question_7,72535.0,
hallucination_19_free_answer_question_8,137332.0,
total,,14741932.0
