,question_len,answer_len
numerical_reasoning_10_free_answer_question_10,2854,1
numerical_reasoning_10_free_answer_question_11,2856,3
numerical_reasoning_10_free_answer_question_13,2921,1
numerical_reasoning_15_true_false_answer_question_1,2989,5
numerical_reasoning_15_true_false_answer_question_4,3000,5
numerical_reasoning_15_true_false_answer_question_5,3003,5
numerical_reasoning_15_true_false_answer_question_6,3027,5
numerical_reasoning_15_free_answer_question_7,3024,2
numerical_reasoning_15_free_answer_question_8,3046,2
numerical_reasoning_15_free_answer_question_9,3069,3
numerical_reasoning_15_free_answer_question_10,3049,2
numerical_reasoning_15_free_answer_question_11,3051,3
numerical_reasoning_15_free_answer_question_13,3132,2
numerical_reasoning_19_true_false_answer_question_1,3141,5
numerical_reasoning_19_true_false_answer_question_4,3152,5
numerical_reasoning_19_true_false_answer_question_5,3155,5
numerical_reasoning_19_true_false_answer_question_6,3179,5
numerical_reasoning_19_free_answer_question_7,3176,2
numerical_reasoning_19_free_answer_question_8,3198,2
numerical_reasoning_19_free_answer_question_9,3221,3
numerical_reasoning_19_free_answer_question_10,3201,1
numerical_reasoning_19_free_answer_question_11,3203,3
numerical_reasoning_19_free_answer_question_13,3269,2
hallucination_1_true_false_answer_question_1,2485,5
hallucination_1_true_false_answer_question_2,2511,5
hallucination_1_true_false_answer_question_3,2520,5
hallucination_1_true_false_answer_question_4,2552,5
hallucination_1_true_false_answer_question_5,2554,4
hallucination_1_free_answer_question_6,2568,2
hallucination_1_free_answer_question_7,2921,33
hallucination_1_free_answer_question_8,7017,43
hallucination_5_true_false_answer_question_1,2635,5
hallucination_5_true_false_answer_question_2,2660,5
hallucination_5_true_false_answer_question_3,2670,5
hallucination_5_true_false_answer_question_4,2707,5
hallucination_5_true_false_answer_question_5,2690,5
hallucination_5_free_answer_question_6,2722,2
hallucination_5_free_answer_question_7,3833,30
hallucination_5_free_answer_question_8,8848,43
hallucination_10_true_false_answer_question_1,2833,5
hallucination_10_true_false_answer_question_2,2855,5
hallucination_10_true_false_answer_question_3,2862,5
hallucination_10_true_false_answer_question_4,2905,5
hallucination_10_true_false_answer_question_5,2907,5
hallucination_10_free_answer_question_6,2929,3
hallucination_10_free_answer_question_7,4026,34
hallucination_10_free_answer_question_8,4207,43
hallucination_15_true_false_answer_question_1,3028,5
hallucination_15_true_false_answer_question_2,3050,5
hallucination_15_true_false_answer_question_3,3063,5
hallucination_15_true_false_answer_question_4,3097,5
hallucination_15_true_false_answer_question_5,3099,5
hallucination_15_free_answer_question_6,3087,3
hallucination_15_free_answer_question_7,4553,33
hallucination_15_free_answer_question_8,7218,51
hallucination_19_true_false_answer_question_1,3180,5
hallucination_19_true_false_answer_question_2,3205,5
hallucination_19_true_false_answer_question_3,3210,5
hallucination_19_true_false_answer_question_4,3235,5
hallucination_19_true_false_answer_question_5,3254,5
hallucination_19_free_answer_question_6,3236,3
hallucination_19_free_answer_question_7,4483,33
hallucination_19_free_answer_question_8,6595,51
