,question_len,answer_len
state_tracking_5_true_false_answer_question_1,3578,5
state_tracking_5_true_false_answer_question_2,7142,5
state_tracking_5_free_answer_question_3,2702,844
state_tracking_5_free_answer_question_4,2725,4434
state_tracking_10_true_false_answer_question_1,3959,5
state_tracking_10_true_false_answer_question_2,7545,5
state_tracking_10_free_answer_question_3,3098,844
state_tracking_10_free_answer_question_4,3121,4434
state_tracking_15_true_false_answer_question_1,4402,5
state_tracking_15_true_false_answer_question_2,7933,5
state_tracking_15_free_answer_question_3,3494,845
state_tracking_15_free_answer_question_4,3517,4433
state_tracking_19_true_false_answer_question_1,4722,5
state_tracking_19_true_false_answer_question_2,8249,5
state_tracking_19_free_answer_question_3,3810,845
state_tracking_19_free_answer_question_4,3833,4433
action_executability_1_true_false_answer_question_1,2334,5
action_executability_1_true_false_answer_question_2,2442,5
action_executability_1_free_answer_question_3,2372,161
action_executability_1_free_answer_question_4,2374,18233
action_executability_1_free_answer_question_5,2387,78
action_executability_5_true_false_answer_question_1,2653,5
action_executability_5_true_false_answer_question_2,2757,4
action_executability_5_free_answer_question_3,2691,161
action_executability_5_free_answer_question_4,2693,18233
action_executability_5_free_answer_question_5,2706,78
action_executability_10_true_false_answer_question_1,3049,5
action_executability_10_true_false_answer_question_2,3158,5
action_executability_10_free_answer_question_3,3087,161
action_executability_10_free_answer_question_4,3089,18233
action_executability_10_free_answer_question_5,3102,78
action_executability_15_true_false_answer_question_1,3445,5
action_executability_15_true_false_answer_question_2,3554,5
action_executability_15_free_answer_question_3,3483,614
action_executability_15_free_answer_question_4,3485,17780
action_executability_15_free_answer_question_5,3494,78
action_executability_19_true_false_answer_question_1,3761,5
action_executability_19_true_false_answer_question_2,3871,5
action_executability_19_free_answer_question_3,3799,690
action_executability_19_free_answer_question_4,3801,17704
action_executability_19_free_answer_question_5,3814,78
effects_1_true_false_answer_question_1,2495,5
effects_1_true_false_answer_question_2,2513,5
effects_1_free_answer_question_3,2482,844
effects_1_free_answer_question_4,2505,4434
effects_5_true_false_answer_question_1,2814,5
effects_5_true_false_answer_question_2,2816,5
effects_5_free_answer_question_3,2801,844
effects_5_free_answer_question_4,2824,4434
effects_10_true_false_answer_question_1,3198,5
effects_10_true_false_answer_question_2,3224,5
effects_10_free_answer_question_3,3197,845
effects_10_free_answer_question_4,3220,4433
effects_15_true_false_answer_question_1,3597,5
effects_15_true_false_answer_question_2,3611,5
effects_15_free_answer_question_3,3593,845
effects_15_free_answer_question_4,3616,4433
effects_19_true_false_answer_question_1,3925,5
effects_19_true_false_answer_question_2,3924,5
effects_19_free_answer_question_3,3909,845
effects_19_free_answer_question_4,3932,4433
numerical_reasoning_1_true_false_answer_question_1,2365,5
numerical_reasoning_1_true_false_answer_question_4,2375,5
numerical_reasoning_1_true_false_answer_question_5,2379,5
numerical_reasoning_1_true_false_answer_question_6,2402,5
numerical_reasoning_1_free_answer_question_7,2400,2
numerical_reasoning_1_free_answer_question_8,2422,2
numerical_reasoning_1_free_answer_question_9,2445,3
numerical_reasoning_1_free_answer_question_10,2425,1
numerical_reasoning_1_free_answer_question_11,2427,3
numerical_reasoning_1_free_answer_question_13,2495,1
numerical_reasoning_5_true_false_answer_question_1,2684,5
numerical_reasoning_5_true_false_answer_question_4,2694,5
numerical_reasoning_5_true_false_answer_question_5,2698,5
numerical_reasoning_5_true_false_answer_question_6,2721,5
numerical_reasoning_5_free_answer_question_7,2719,2
numerical_reasoning_5_free_answer_question_8,2741,2
numerical_reasoning_5_free_answer_question_9,2764,3
numerical_reasoning_5_free_answer_question_10,2744,1
numerical_reasoning_5_free_answer_question_11,2746,3
numerical_reasoning_5_free_answer_question_13,2810,1
numerical_reasoning_10_true_false_answer_question_1,3080,5
numerical_reasoning_10_true_false_answer_question_4,3090,5
numerical_reasoning_10_true_false_answer_question_5,3094,5
numerical_reasoning_10_true_false_answer_question_6,3118,5
numerical_reasoning_10_free_answer_question_7,3115,2
numerical_reasoning_10_free_answer_question_8,3137,2
numerical_reasoning_10_free_answer_question_9,3160,3
numerical_reasoning_10_free_answer_question_10,3140,1
numerical_reasoning_10_free_answer_question_11,3142,3
numerical_reasoning_10_free_answer_question_13,3210,1
numerical_reasoning_15_true_false_answer_question_1,3476,5
numerical_reasoning_15_true_false_answer_question_4,3487,5
numerical_reasoning_15_true_false_answer_question_5,3490,5
numerical_reasoning_15_true_false_answer_question_6,3514,5
numerical_reasoning_15_free_answer_question_7,3511,2
numerical_reasoning_15_free_answer_question_8,3533,2
numerical_reasoning_15_free_answer_question_9,3556,3
numerical_reasoning_15_free_answer_question_10,3536,1
numerical_reasoning_15_free_answer_question_11,3538,3
numerical_reasoning_15_free_answer_question_13,3602,2
numerical_reasoning_19_true_false_answer_question_1,3792,5
numerical_reasoning_19_true_false_answer_question_4,3803,5
numerical_reasoning_19_true_false_answer_question_5,3806,5
numerical_reasoning_19_true_false_answer_question_6,3830,5
numerical_reasoning_19_free_answer_question_7,3827,2
numerical_reasoning_19_free_answer_question_8,3849,2
numerical_reasoning_19_free_answer_question_9,3872,3
numerical_reasoning_19_free_answer_question_10,3852,1
numerical_reasoning_19_free_answer_question_11,3854,3
numerical_reasoning_19_free_answer_question_13,3922,1
hallucination_1_true_false_answer_question_1,2403,4
hallucination_1_true_false_answer_question_2,2434,5
hallucination_1_true_false_answer_question_3,2438,5
hallucination_1_true_false_answer_question_4,2503,5
hallucination_1_true_false_answer_question_5,2507,5
hallucination_1_free_answer_question_6,2532,2
hallucination_1_free_answer_question_7,3267,38
hallucination_1_free_answer_question_8,6561,80
hallucination_5_true_false_answer_question_1,2722,4
hallucination_5_true_false_answer_question_2,2743,5
hallucination_5_true_false_answer_question_3,2761,4
hallucination_5_true_false_answer_question_4,2822,5
hallucination_5_true_false_answer_question_5,2824,5
hallucination_5_free_answer_question_6,2848,3
hallucination_5_free_answer_question_7,2978,25
hallucination_5_free_answer_question_8,6943,80
hallucination_10_true_false_answer_question_1,3118,5
hallucination_10_true_false_answer_question_2,3147,5
hallucination_10_true_false_answer_question_3,3157,5
hallucination_10_true_false_answer_question_4,3218,5
hallucination_10_true_false_answer_question_5,3220,5
hallucination_10_free_answer_question_6,3204,3
hallucination_10_free_answer_question_7,3870,35
hallucination_10_free_answer_question_8,7269,80
hallucination_15_true_false_answer_question_1,3515,5
hallucination_15_true_false_answer_question_2,3547,5
hallucination_15_true_false_answer_question_3,3549,5
hallucination_15_true_false_answer_question_4,3610,4
hallucination_15_true_false_answer_question_5,3618,5
hallucination_15_free_answer_question_6,3606,2
hallucination_15_free_answer_question_7,4298,36
hallucination_15_free_answer_question_8,7354,52
hallucination_19_true_false_answer_question_1,3830,5
hallucination_19_true_false_answer_question_2,3861,5
hallucination_19_true_false_answer_question_3,3869,5
hallucination_19_true_false_answer_question_4,3926,5
hallucination_19_true_false_answer_question_5,3932,4
hallucination_19_free_answer_question_6,3927,3
hallucination_19_free_answer_question_7,4489,38
hallucination_19_free_answer_question_8,7920,52
