,question_len,answer_len
numerical_reasoning_5_free_answer_question_9,3442,3
numerical_reasoning_5_free_answer_question_10,3422,2
numerical_reasoning_5_free_answer_question_11,3424,4
numerical_reasoning_5_free_answer_question_13,3512,1
numerical_reasoning_10_true_false_answer_question_1,3677,5
numerical_reasoning_10_true_false_answer_question_4,3688,5
numerical_reasoning_10_true_false_answer_question_5,3692,5
numerical_reasoning_10_true_false_answer_question_6,3715,5
numerical_reasoning_10_free_answer_question_7,3712,2
numerical_reasoning_10_free_answer_question_8,3734,2
numerical_reasoning_10_free_answer_question_9,3757,3
numerical_reasoning_10_free_answer_question_10,3737,2
numerical_reasoning_10_free_answer_question_11,3739,4
numerical_reasoning_10_free_answer_question_13,3827,1
numerical_reasoning_15_true_false_answer_question_1,3945,5
numerical_reasoning_15_true_false_answer_question_4,3956,5
numerical_reasoning_15_true_false_answer_question_5,3960,5
numerical_reasoning_15_true_false_answer_question_6,3983,5
numerical_reasoning_15_free_answer_question_7,3980,2
numerical_reasoning_15_free_answer_question_8,4002,2
numerical_reasoning_15_free_answer_question_9,4025,3
numerical_reasoning_15_free_answer_question_10,4005,2
numerical_reasoning_15_free_answer_question_11,4007,4
numerical_reasoning_15_free_answer_question_13,4095,2
numerical_reasoning_19_true_false_answer_question_1,4154,5
numerical_reasoning_19_true_false_answer_question_4,4165,5
numerical_reasoning_19_true_false_answer_question_5,4169,5
numerical_reasoning_19_true_false_answer_question_6,4192,5
numerical_reasoning_19_free_answer_question_7,4189,2
numerical_reasoning_19_free_answer_question_8,4211,2
numerical_reasoning_19_free_answer_question_9,4234,3
numerical_reasoning_19_free_answer_question_10,4214,2
numerical_reasoning_19_free_answer_question_11,4216,4
numerical_reasoning_19_free_answer_question_13,4301,2
hallucination_1_true_false_answer_question_1,3200,5
hallucination_1_true_false_answer_question_2,3219,4
hallucination_1_true_false_answer_question_3,3228,5
hallucination_1_true_false_answer_question_4,3262,4
hallucination_1_true_false_answer_question_5,3282,5
hallucination_1_free_answer_question_6,3501,14
hallucination_1_free_answer_question_7,4127,29
hallucination_1_free_answer_question_8,11172,26
hallucination_5_true_false_answer_question_1,3412,4
hallucination_5_true_false_answer_question_2,3431,5
hallucination_5_true_false_answer_question_3,3451,5
hallucination_5_true_false_answer_question_4,3473,5
hallucination_5_true_false_answer_question_5,3503,5
hallucination_5_free_answer_question_6,3700,14
hallucination_5_free_answer_question_7,3950,29
hallucination_5_free_answer_question_8,9536,51
hallucination_10_true_false_answer_question_1,3727,5
hallucination_10_true_false_answer_question_2,3749,5
hallucination_10_true_false_answer_question_3,3756,5
hallucination_10_true_false_answer_question_4,3786,5
hallucination_10_true_false_answer_question_5,3818,5
hallucination_10_free_answer_question_6,3892,11
hallucination_10_free_answer_question_7,4711,29
hallucination_10_free_answer_question_8,5461,75
hallucination_15_true_false_answer_question_1,3995,5
hallucination_15_true_false_answer_question_2,4005,5
hallucination_15_true_false_answer_question_3,4021,5
hallucination_15_true_false_answer_question_4,4056,5
hallucination_15_true_false_answer_question_5,4074,5
hallucination_15_free_answer_question_6,4244,12
hallucination_15_free_answer_question_7,5080,29
hallucination_15_free_answer_question_8,11220,49
hallucination_19_true_false_answer_question_1,4198,4
hallucination_19_true_false_answer_question_2,4229,5
hallucination_19_true_false_answer_question_3,4240,5
hallucination_19_true_false_answer_question_4,4266,5
hallucination_19_true_false_answer_question_5,4289,5
hallucination_19_free_answer_question_6,4437,11
hallucination_19_free_answer_question_7,5421,4
hallucination_19_free_answer_question_8,12326,73
