,question_len,answer_len
numerical_reasoning_5_true_false_answer_question_5,7171,5
numerical_reasoning_5_true_false_answer_question_6,7193,5
numerical_reasoning_5_free_answer_question_7,7191,2
numerical_reasoning_5_free_answer_question_8,7213,2
numerical_reasoning_5_free_answer_question_9,7236,3
numerical_reasoning_5_free_answer_question_10,7216,1
numerical_reasoning_5_free_answer_question_11,7218,4
numerical_reasoning_5_free_answer_question_13,7285,1
numerical_reasoning_10_true_false_answer_question_1,7417,5
numerical_reasoning_10_true_false_answer_question_4,7427,5
numerical_reasoning_10_true_false_answer_question_5,7432,5
numerical_reasoning_10_true_false_answer_question_6,7455,5
numerical_reasoning_10_free_answer_question_7,7452,2
numerical_reasoning_10_free_answer_question_8,7474,2
numerical_reasoning_10_free_answer_question_9,7497,3
numerical_reasoning_10_free_answer_question_10,7477,1
numerical_reasoning_10_free_answer_question_11,7479,4
numerical_reasoning_10_free_answer_question_13,7556,1
numerical_reasoning_15_true_false_answer_question_1,7648,5
numerical_reasoning_15_true_false_answer_question_4,7658,5
numerical_reasoning_15_true_false_answer_question_5,7663,5
numerical_reasoning_15_true_false_answer_question_6,7686,5
numerical_reasoning_15_free_answer_question_7,7683,2
numerical_reasoning_15_free_answer_question_8,7705,2
numerical_reasoning_15_free_answer_question_9,7728,3
numerical_reasoning_15_free_answer_question_10,7708,1
numerical_reasoning_15_free_answer_question_11,7710,4
numerical_reasoning_15_free_answer_question_13,7780,1
numerical_reasoning_19_true_false_answer_question_1,7858,5
numerical_reasoning_19_true_false_answer_question_4,7868,5
numerical_reasoning_19_true_false_answer_question_5,7873,5
numerical_reasoning_19_true_false_answer_question_6,7896,5
numerical_reasoning_19_free_answer_question_7,7893,2
numerical_reasoning_19_free_answer_question_8,7915,2
numerical_reasoning_19_free_answer_question_9,7938,3
numerical_reasoning_19_free_answer_question_10,7918,1
numerical_reasoning_19_free_answer_question_11,7920,4
numerical_reasoning_19_free_answer_question_13,7990,2
hallucination_1_true_false_answer_question_1,7000,5
hallucination_1_true_false_answer_question_2,7053,5
hallucination_1_true_false_answer_question_3,7037,5
hallucination_1_true_false_answer_question_4,7068,5
hallucination_1_true_false_answer_question_5,7070,5
hallucination_1_free_answer_question_6,7162,5
hallucination_1_free_answer_question_7,10132,39
hallucination_1_free_answer_question_8,22331,49
hallucination_5_true_false_answer_question_1,7197,4
hallucination_5_true_false_answer_question_2,7250,5
hallucination_5_true_false_answer_question_3,7251,5
hallucination_5_true_false_answer_question_4,7268,5
hallucination_5_true_false_answer_question_5,7267,5
hallucination_5_free_answer_question_6,7352,5
hallucination_5_free_answer_question_7,10014,25
hallucination_5_free_answer_question_8,26222,49
hallucination_10_true_false_answer_question_1,7458,5
hallucination_10_true_false_answer_question_2,7511,5
hallucination_10_true_false_answer_question_3,7512,5
hallucination_10_true_false_answer_question_4,7529,5
hallucination_10_true_false_answer_question_5,7528,5
hallucination_10_free_answer_question_6,7571,5
hallucination_10_free_answer_question_7,10293,39
hallucination_10_free_answer_question_8,30774,28
hallucination_15_true_false_answer_question_1,7689,5
hallucination_15_true_false_answer_question_2,7742,4
hallucination_15_true_false_answer_question_3,7743,5
hallucination_15_true_false_answer_question_4,7763,5
hallucination_15_true_false_answer_question_5,7765,4
hallucination_15_free_answer_question_6,7837,5
hallucination_15_free_answer_question_7,10478,28
hallucination_15_free_answer_question_8,22649,49
hallucination_19_true_false_answer_question_1,7899,5
hallucination_19_true_false_answer_question_2,7952,5
hallucination_19_true_false_answer_question_3,7953,5
hallucination_19_true_false_answer_question_4,7967,5
hallucination_19_true_false_answer_question_5,7969,5
hallucination_19_free_answer_question_6,8054,5
hallucination_19_free_answer_question_7,12320,39
hallucination_19_free_answer_question_8,18743,49
