,question_len,answer_len
action_executability_15_free_answer_question_4,2522,17506
action_executability_15_free_answer_question_5,2538,44
action_executability_19_true_false_answer_question_1,2649,5
action_executability_19_true_false_answer_question_2,2713,5
action_executability_19_free_answer_question_3,2684,39
action_executability_19_free_answer_question_4,2686,18490
action_executability_19_free_answer_question_5,2703,44
effects_1_true_false_answer_question_1,2016,5
effects_1_true_false_answer_question_2,2025,5
effects_1_free_answer_question_3,2050,742
effects_1_free_answer_question_4,2073,6841
effects_5_true_false_answer_question_1,2180,5
effects_5_true_false_answer_question_2,2181,5
effects_5_free_answer_question_3,2206,742
effects_5_free_answer_question_4,2229,6841
effects_10_true_false_answer_question_1,2378,5
effects_10_true_false_answer_question_2,2374,5
effects_10_free_answer_question_3,2399,742
effects_10_free_answer_question_4,2422,6841
effects_15_true_false_answer_question_1,2555,5
effects_15_true_false_answer_question_2,2601,5
effects_15_free_answer_question_3,2591,721
effects_15_free_answer_question_4,2614,6866
effects_19_true_false_answer_question_1,2734,5
effects_19_true_false_answer_question_2,2746,5
effects_19_free_answer_question_3,2755,657
effects_19_free_answer_question_4,2778,6946
numerical_reasoning_1_true_false_answer_question_1,1974,5
numerical_reasoning_1_true_false_answer_question_4,1984,5
numerical_reasoning_1_true_false_answer_question_5,1988,5
numerical_reasoning_1_true_false_answer_question_6,2011,5
numerical_reasoning_1_free_answer_question_7,2009,2
numerical_reasoning_1_free_answer_question_8,2031,2
numerical_reasoning_1_free_answer_question_9,2054,3
numerical_reasoning_1_free_answer_question_10,2034,1
numerical_reasoning_1_free_answer_question_11,2036,3
numerical_reasoning_1_free_answer_question_13,2112,1
numerical_reasoning_5_true_false_answer_question_1,2131,5
numerical_reasoning_5_true_false_answer_question_4,2141,5
numerical_reasoning_5_true_false_answer_question_5,2145,5
numerical_reasoning_5_true_false_answer_question_6,2168,5
numerical_reasoning_5_free_answer_question_7,2166,2
numerical_reasoning_5_free_answer_question_8,2188,2
numerical_reasoning_5_free_answer_question_9,2211,3
numerical_reasoning_5_free_answer_question_10,2191,1
numerical_reasoning_5_free_answer_question_11,2193,3
numerical_reasoning_5_free_answer_question_13,2265,1
numerical_reasoning_10_true_false_answer_question_1,2324,5
numerical_reasoning_10_true_false_answer_question_4,2334,5
numerical_reasoning_10_true_false_answer_question_5,2338,5
numerical_reasoning_10_true_false_answer_question_6,2362,5
numerical_reasoning_10_free_answer_question_7,2359,2
numerical_reasoning_10_free_answer_question_8,2381,2
numerical_reasoning_10_free_answer_question_9,2404,3
numerical_reasoning_10_free_answer_question_10,2384,1
numerical_reasoning_10_free_answer_question_11,2386,3
numerical_reasoning_10_free_answer_question_13,2458,1
numerical_reasoning_15_true_false_answer_question_1,2513,5
numerical_reasoning_15_true_false_answer_question_4,2524,5
numerical_reasoning_15_true_false_answer_question_5,2527,5
numerical_reasoning_15_true_false_answer_question_6,2551,5
numerical_reasoning_15_free_answer_question_7,2548,2
numerical_reasoning_15_free_answer_question_8,2570,2
numerical_reasoning_15_free_answer_question_9,2593,3
numerical_reasoning_15_free_answer_question_10,2573,2
numerical_reasoning_15_free_answer_question_11,2575,3
numerical_reasoning_15_free_answer_question_13,2647,2
numerical_reasoning_19_true_false_answer_question_1,2677,5
numerical_reasoning_19_true_false_answer_question_4,2687,5
numerical_reasoning_19_true_false_answer_question_5,2691,5
numerical_reasoning_19_true_false_answer_question_6,2715,5
numerical_reasoning_19_free_answer_question_7,2712,2
numerical_reasoning_19_free_answer_question_8,2734,2
numerical_reasoning_19_free_answer_question_9,2757,3
numerical_reasoning_19_free_answer_question_10,2737,1
numerical_reasoning_19_free_answer_question_11,2739,3
numerical_reasoning_19_free_answer_question_13,2811,1
hallucination_1_true_false_answer_question_1,2020,5
hallucination_1_true_false_answer_question_2,2041,5
hallucination_1_true_false_answer_question_3,2045,5
hallucination_1_true_false_answer_question_4,2079,5
hallucination_1_true_false_answer_question_5,2080,5
hallucination_1_free_answer_question_6,2228,10
hallucination_1_free_answer_question_7,2792,36
hallucination_1_free_answer_question_8,7299,40
hallucination_5_true_false_answer_question_1,2175,4
hallucination_5_true_false_answer_question_2,2193,5
hallucination_5_true_false_answer_question_3,2198,5
hallucination_5_true_false_answer_question_4,2228,5
hallucination_5_true_false_answer_question_5,2238,5
hallucination_5_free_answer_question_6,2391,8
hallucination_5_free_answer_question_7,2466,22
hallucination_5_free_answer_question_8,7026,40
hallucination_10_true_false_answer_question_1,2369,4
hallucination_10_true_false_answer_question_2,2391,5
hallucination_10_true_false_answer_question_3,2395,5
hallucination_10_true_false_answer_question_4,2429,5
hallucination_10_true_false_answer_question_5,2422,5
hallucination_10_free_answer_question_6,2584,4
hallucination_10_free_answer_question_7,2721,19
hallucination_10_free_answer_question_8,6892,45
hallucination_15_true_false_answer_question_1,2559,5
hallucination_15_true_false_answer_question_2,2568,4
hallucination_15_true_false_answer_question_3,2584,5
hallucination_15_true_false_answer_question_4,2612,5
hallucination_15_true_false_answer_question_5,2619,5
hallucination_15_free_answer_question_6,2752,10
hallucination_15_free_answer_question_7,2947,22
hallucination_15_free_answer_question_8,7639,45
hallucination_19_true_false_answer_question_1,2721,5
hallucination_19_true_false_answer_question_2,2740,4
hallucination_19_true_false_answer_question_3,2744,5
hallucination_19_true_false_answer_question_4,2776,5
hallucination_19_true_false_answer_question_5,2783,5
hallucination_19_free_answer_question_6,2906,10
hallucination_19_free_answer_question_7,3401,36
hallucination_19_free_answer_question_8,7611,35
